loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
50,3,1,0,9,15,1,1,8,2,0.5,1.0,0,0.0,0.5,0,0,15.33333333,3,1.0,1
51,4,2,0,4,13,4,1,4,1,0.666666667,1.0,1,0.818181818,0.444444444,1,1,11.5,3,1.0,0
141,6,1,0,11,32,13,1,10,3,0.7,0.5,0,0.0,0.3,0,0,22.16666667,6,1.6667,0
268,4,2,0,18,38,0,2,16,4,0.0,1.0,1,0.8125,0.5,0,0,65.75,27,7.25,1
104,7,1,0,1,8,0,1,0,7,0.7222222220000001,1.0,0,0.0,0.428571429,0,0,13.0,5,1.4286,0
77,2,1,0,12,14,0,1,12,2,0.0,1.0,0,0.0,0.75,0,0,37.0,4,2.0,1
274,4,2,0,10,29,2,0,10,3,0.666666667,1.0,0,0.6,0.666666667,0,0,66.25,19,5.0,0
406,9,1,0,14,39,0,4,10,5,0.5,1.0,1,0.0,0.3125,0,0,43.66666667,7,1.7778,1
556,9,1,0,39,96,30,1,38,3,0.625,1.0,0,0.0,0.19642857100000002,0,0,60.66666667,6,2.3333,1
8,8,1,0,10,8,28,7,3,8,2.0,0.0,0,0.0,0.4375,0,0,0.0,1,1.0,0
30,4,3,0,5,9,4,0,5,3,0.666666667,1.0,0,0.6,0.666666667,0,0,6.25,1,0.5,0
561,11,2,0,11,65,41,0,11,8,0.9,1.0,0,0.35714285700000004,0.38,2,3,49.81818182,9,2.7273,0
12,12,1,0,10,12,66,7,3,12,2.0,0.0,0,0.0,0.28571428600000004,0,0,0.0,1,1.0,0
307,15,2,1,14,53,61,3,11,11,0.8,1.0,2,0.27777777800000003,0.333333333,1,1,19.13333333,18,2.6,0
143,5,1,0,12,19,10,3,9,4,1.0,1.0,0,0.0,0.583333333,0,0,27.4,1,0.6,0
33,2,1,0,6,8,1,2,4,2,2.0,0.0,0,0.0,0.5,0,0,15.5,3,1.5,0
359,7,1,0,11,38,0,1,11,5,0.625,0.75,1,0.0,0.270833333,0,0,49.71428571,31,5.2857,0
40,3,1,0,5,7,1,1,4,3,0.5,1.0,2,0.0,0.5,0,0,11.66666667,3,1.0,1
4,4,1,0,55,4,6,55,1,4,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
129,6,2,0,12,31,13,0,12,3,0.8666666670000001,0.333333333,0,0.6,0.4,1,2,20.0,6,1.6667,0
288,5,1,0,6,26,0,4,3,5,0.25,1.0,0,0.0,0.6,0,0,56.2,9,4.2,0
2,2,1,0,8,2,1,6,2,2,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
247,9,1,0,25,44,32,0,25,3,0.875,1.0,0,0.0,0.270833333,0,0,26.0,7,1.8889,1
225,35,1,0,13,36,493,13,0,35,0.9411764709999999,1.0,0,0.0,0.297142857,0,0,4.942857143,1,0.9714,1
88,8,1,0,9,21,20,1,8,3,0.80952381,0.666666667,1,0.0,0.23809523800000001,0,0,9.625,2,0.875,0
125,8,1,0,10,29,20,1,10,3,0.7142857140000001,1.0,1,0.0,0.244897959,0,0,14.375,3,1.25,1
225,3,2,0,11,31,3,0,11,3,2.0,0.0,0,0.75,0.5555555560000001,0,0,74.0,13,4.6667,0
1,1,1,0,5,1,0,3,2,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,1,1,0,15,1,0,12,3,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
507,15,1,0,28,84,99,0,28,6,0.35714285700000004,1.0,0,0.0,0.314285714,0,0,32.73333333,19,2.6,1
244,6,1,0,17,32,11,1,16,2,1.044444444,0.7777777779999999,1,0.0,0.333333333,0,0,38.16666667,13,2.8333,1
45,3,3,0,8,14,3,0,8,3,2.0,0.0,0,0.7777777779999999,0.5555555560000001,0,0,14.0,3,1.3333,0
142,3,3,0,13,28,3,0,13,3,2.0,0.0,0,0.7777777779999999,0.5555555560000001,0,0,46.33333333,9,3.3333,0
17,3,1,1,2,4,0,1,1,3,0.0,1.0,0,0.0,0.666666667,0,0,4.333333333,1,0.6667,0
318,5,2,0,9,38,4,0,9,3,0.8125,1.0,0,0.5,0.5,0,0,60.2,22,5.4,0
88,1,1,0,4,2,0,4,0,0,2.0,0.0,0,0.0,0.0,0,0,49.0,0,0.0,0
844,20,2,0,31,107,104,3,29,14,0.8728070179999999,0.833333333,1,0.40625,0.185,0,0,40.6,39,3.5,1
94,3,2,0,12,24,3,0,12,3,2.0,0.0,0,0.75,0.5555555560000001,0,0,30.33333333,8,3.0,0
154,6,1,0,6,22,0,4,3,5,0.0,1.0,0,0.0,0.5,0,0,24.5,7,3.0,0
6,1,1,0,0,2,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
563,11,3,0,17,79,1,3,15,9,0.814285714,0.857142857,0,0.6875,0.303030303,1,3,49.54545455,16,2.7273,0
423,5,2,0,11,41,6,0,11,3,0.846153846,0.923076923,0,0.25,0.4166666670000001,0,0,81.0,17,3.8,0
390,12,2,0,10,37,14,2,8,12,0.8311688309999999,0.7142857140000001,1,0.541666667,0.3,0,0,30.91666667,30,3.3333,1
389,14,3,0,31,48,37,21,11,14,0.794871795,1.0,0,0.628571429,0.3,1,4,26.35714286,29,2.9286,0
342,8,1,6,28,44,26,10,23,3,0.9285714290000001,1.0,0,0.0,0.37142857100000004,0,0,41.5,19,3.75,1
7,7,1,0,43,7,21,43,1,7,2.0,0.0,0,0.0,0.428571429,0,0,0.0,1,1.0,0
232,3,2,0,11,32,3,0,11,3,1.5,1.0,0,0.75,0.5555555560000001,0,0,75.33333333,16,5.6667,1
372,5,1,0,15,37,2,1,14,3,0.625,1.0,0,0.0,0.375,0,0,73.0,22,5.4,1
81,5,2,0,10,18,8,0,10,3,0.916666667,0.666666667,0,0.25,0.4166666670000001,0,0,14.6,3,1.0,0
101,3,2,0,12,16,3,1,12,1,2.0,0.0,0,0.75,0.5,1,2,32.66666667,7,2.6667,0
1,1,1,0,9,1,0,8,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
435,12,2,0,16,51,10,2,14,10,0.818181818,0.666666667,1,0.541666667,0.23809523800000001,0,0,34.75,27,3.5833,1
179,4,1,0,4,31,0,4,0,2,0.5,1.0,0,0.0,0.333333333,0,0,42.75,4,2.0,0
50,3,2,0,9,15,3,0,9,3,2.0,0.0,0,0.75,0.5555555560000001,0,0,15.66666667,4,1.6667,0
20,2,2,0,6,9,1,0,6,2,2.0,0.0,0,0.875,0.75,0,0,9.0,1,0.5,0
609,15,2,0,12,73,67,0,12,11,0.761904762,1.0,0,0.27777777800000003,0.27678571399999996,2,3,39.4,9,2.4,0
312,10,2,0,11,48,7,2,9,7,0.759259259,0.666666667,0,0.428571429,0.222222222,0,0,29.6,6,1.8,0
146,6,1,0,14,22,15,5,9,5,2.0,0.0,0,0.0,0.5,0,0,23.33333333,4,2.3333,0
146,6,1,0,14,22,15,5,9,5,2.0,0.0,0,0.0,0.5,0,0,23.33333333,4,2.3333,0
43,4,2,0,4,10,4,1,4,1,0.666666667,1.0,1,0.818181818,0.444444444,1,1,9.5,2,0.75,0
90,3,1,0,13,18,1,2,11,2,0.5,1.0,0,0.0,0.5,0,0,28.0,7,2.3333,0
30,4,3,0,5,9,4,0,5,3,0.666666667,1.0,0,0.666666667,0.666666667,0,0,6.25,1,0.5,0
488,7,1,0,13,50,0,1,12,5,0.625,0.75,1,0.0,0.270833333,0,0,68.14285714,39,6.4286,1
159,14,1,0,15,26,29,8,7,14,0.7692307690000001,1.0,2,0.0,0.3,0,0,9.928571429,10,1.5714,0
76,3,1,0,6,7,0,3,3,3,0.25,1.0,0,0.0,0.5555555560000001,0,0,23.66666667,4,1.6667,0
114,2,3,0,10,23,1,2,8,2,2.0,0.0,0,0.956521739,0.75,1,2,56.0,11,5.5,1
193,5,1,0,20,29,6,1,20,2,0.75,0.666666667,0,0.0,0.5,0,0,37.0,8,2.0,0
152,3,2,0,9,27,3,0,9,3,2.0,0.0,0,0.75,0.5555555560000001,0,0,49.66666667,7,2.6667,1
159,5,3,0,12,19,6,4,8,4,0.75,1.0,0,0.571428571,0.75,0,0,30.6,9,3.2,0
70,9,1,0,10,12,26,8,2,8,0.9285714290000001,0.428571429,1,0.0,0.375,0,0,6.0,1,0.7778,0
537,23,1,0,18,70,143,2,17,22,0.8787878790000001,0.0,0,0.0,0.181818182,0,0,21.95652174,5,2.2174,0
27,4,2,0,4,8,4,0,4,3,0.666666667,1.0,0,0.6,0.666666667,0,0,5.5,1,0.5,0
177,6,1,0,6,31,13,1,5,3,0.2,1.0,0,0.0,0.5,0,0,28.33333333,10,2.1667,0
147,4,1,0,13,26,2,2,11,2,0.5,1.0,0,0.0,0.333333333,0,0,35.25,12,3.5,1
192,3,2,0,11,29,3,0,11,3,2.0,0.0,0,0.75,0.5555555560000001,0,0,63.0,11,4.0,0
52,52,1,0,78,52,1326,72,10,52,2.0,0.0,0,0.0,0.126602564,0,0,0.0,1,1.0,0
219,8,2,0,9,32,0,2,7,8,0.571428571,1.0,1,0.65,0.375,0,0,26.0,15,2.625,0
142,3,2,0,11,31,3,0,11,3,2.0,0.0,0,0.75,0.5555555560000001,0,0,46.33333333,10,3.6667,0
9,9,1,0,25,9,36,22,4,9,2.0,0.0,0,0.0,0.296296296,0,0,0.0,1,1.0,1
30,4,3,0,5,9,4,0,5,3,0.666666667,1.0,0,0.666666667,0.666666667,0,0,6.25,1,0.5,0
191,4,2,0,11,29,2,0,11,3,0.666666667,1.0,0,0.6,0.666666667,0,0,46.25,14,3.75,0
124,5,1,0,8,17,0,2,6,5,0.25,1.0,0,0.0,0.6,0,0,23.6,5,3.0,0
154,6,1,0,6,22,0,4,3,5,0.0,1.0,0,0.0,0.5,0,0,24.5,7,3.0,0
200,18,1,0,2,25,87,1,1,18,0.852941176,1.0,0,0.0,0.36111111100000004,0,0,9.666666667000001,1,0.9444,0
2,2,1,0,4,2,1,2,2,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
166,3,1,0,11,27,1,2,9,2,0.5,1.0,0,0.0,0.5,0,0,54.0,11,3.6667,0
2,2,1,0,9,2,1,8,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
144,3,2,0,12,31,3,0,12,3,2.0,0.0,0,0.75,0.5555555560000001,0,0,47.0,11,4.0,1
3,3,1,0,4,3,3,2,2,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
18,3,5,0,6,6,3,2,5,3,2.0,0.0,0,0.991150442,0.5,0,0,5.0,1,0.3333,0
33,2,1,0,6,8,1,2,4,2,2.0,0.0,0,0.0,0.5,0,0,15.5,3,1.5,0
4,1,1,0,0,2,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
525,11,1,0,13,44,7,3,10,5,0.918181818,0.181818182,1,0.0,0.28,0,0,44.72727273,5,1.5455,0
56,6,1,0,7,12,1,6,2,6,0.666666667,0.0,0,0.0,0.5555555560000001,0,0,7.833333333,1,0.8333,0
145,5,1,0,13,26,6,1,12,2,0.75,0.8,0,0.0,0.3125,0,0,27.0,6,1.6,0
33,3,3,0,5,12,3,1,4,3,2.0,0.0,0,0.7777777779999999,0.5555555560000001,0,0,10.0,2,1.0,0
114,2,3,0,10,23,1,2,8,2,2.0,0.0,0,0.956521739,0.75,1,2,56.0,11,5.5,0
373,2,2,2,16,30,1,2,14,1,2.0,0.0,0,0.857142857,0.666666667,0,0,185.5,25,12.5,0
159,5,1,0,10,21,0,1,9,3,0.5,1.0,2,0.0,0.5,0,0,30.0,4,1.6,0
1,1,1,0,10,1,0,9,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
33,2,1,0,6,8,1,2,4,2,2.0,0.0,0,0.0,0.5,0,0,15.5,3,1.5,1
421,14,2,2,19,70,53,8,13,11,0.666666667,0.666666667,0,0.5,0.255102041,0,0,28.85714286,7,1.4286,0
89,4,1,0,9,14,0,3,6,3,0.5,1.0,0,0.0,0.583333333,0,0,20.75,5,1.75,1
102,2,1,0,14,16,0,1,14,2,0.0,1.0,0,0.0,0.75,0,0,49.5,6,3.0,1
377,2,2,2,14,30,1,2,12,1,2.0,0.0,0,0.857142857,0.666666667,0,0,187.5,25,12.5,0
242,5,1,1,21,47,0,2,19,2,0.25,1.0,0,0.0,0.5,0,0,47.0,4,1.6,0
198,5,1,0,3,32,4,3,0,2,0.65,0.8,0,0.0,0.25,0,0,37.6,5,2.0,0
123,10,2,7,13,32,0,7,6,8,0.703703704,0.666666667,0,0.428571429,0.27777777800000003,0,0,11.0,2,0.9,0
126,4,1,0,13,22,2,1,12,2,0.583333333,1.0,0,0.0,0.333333333,0,0,29.5,6,1.75,0
61,4,2,0,8,13,2,0,8,3,0.666666667,1.0,0,0.6,0.666666667,0,0,13.75,3,1.0,1
156,6,1,0,7,26,5,1,6,2,0.55,0.25,0,0.0,0.28,0,0,24.33333333,4,1.3333,0
274,43,1,0,18,44,781,18,0,43,0.9535147390000001,1.0,0,0.0,0.29767441899999997,0,0,4.88372093,1,0.9767,0
243,8,1,0,21,44,24,0,21,2,0.8857142859999999,0.8,0,0.0,0.261904762,0,0,28.75,2,1.125,0
68,7,1,0,5,11,13,2,3,7,0.7666666670000001,1.0,2,0.0,0.4,0,0,8.0,3,1.0,1
91,2,1,0,15,14,1,8,10,2,2.0,0.0,0,0.0,0.5,0,0,44.5,7,3.5,1
1,1,1,0,2,1,0,2,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
141,4,2,0,8,29,4,0,8,3,0.666666667,1.0,0,0.6,0.666666667,0,0,34.0,6,1.75,0
542,11,3,0,18,71,1,3,16,9,0.814285714,0.857142857,1,0.6875,0.303030303,1,3,47.63636364,16,2.7273,1
46,5,1,0,12,10,0,3,9,4,0.583333333,1.0,2,0.0,0.25,0,0,7.6,1,0.6,0
151,3,3,0,12,29,3,0,12,3,2.0,0.0,0,0.7777777779999999,0.5555555560000001,0,0,49.33333333,9,3.3333,0
74,3,3,0,7,16,3,2,5,3,2.0,0.0,0,0.916666667,0.833333333,1,2,23.66666667,8,3.3333,1
193,26,1,0,17,31,245,13,4,24,0.943333333,0.666666667,1,0.0,0.194285714,0,0,5.961538462,4,1.3462,0
41,3,2,0,7,13,3,0,7,3,2.0,0.0,0,0.75,0.5555555560000001,0,0,12.66666667,3,1.3333,0
335,6,1,0,15,39,7,1,14,3,0.8,0.666666667,0,0.0,0.32,0,0,54.33333333,15,4.1667,0
254,6,2,0,13,40,13,0,13,3,1.0,0.6,0,0.6,0.4,1,2,40.5,12,2.6667,0
442,14,2,2,19,71,47,8,13,11,0.666666667,0.666666667,0,0.5,0.255102041,0,0,30.35714286,7,1.5,1
566,11,1,6,23,65,49,11,18,3,0.4,1.0,0,0.0,0.2625,0,0,50.36363636,35,4.9091,0
604,10,1,0,38,108,39,1,37,3,0.833333333,0.5,0,0.0,0.19047619,0,0,59.2,6,2.2,1
106,2,3,0,5,18,1,2,3,1,2.0,0.0,0,0.962962963,0.666666667,2,5,52.0,7,3.5,1
114,3,2,0,8,24,3,0,8,3,2.0,0.0,0,0.75,0.5555555560000001,0,0,37.0,7,2.6667,0
406,12,2,0,16,49,6,2,14,10,0.803030303,0.666666667,0,0.541666667,0.226190476,0,0,32.33333333,25,3.4167,0
7,1,1,0,0,2,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
10,2,2,0,2,4,1,1,1,2,2.0,0.0,0,0.923076923,0.75,0,0,4.0,1,0.5,0
87,6,3,0,10,23,13,0,10,3,0.8666666670000001,0.333333333,0,0.692307692,0.4,1,2,13.0,3,1.1667,0
117,4,2,0,11,23,4,1,11,1,0.666666667,1.0,1,0.818181818,0.444444444,1,2,28.0,6,1.75,1
336,6,1,0,15,38,7,1,14,3,0.7333333329999999,0.666666667,0,0.0,0.35,0,0,54.5,18,4.0,1
511,14,1,0,30,69,51,1,29,12,0.8205128209999999,1.0,2,0.0,0.192307692,0,0,35.07142857,17,2.5,1
159,14,1,0,15,26,29,8,7,14,0.7692307690000001,1.0,2,0.0,0.3,0,0,9.928571429,9,1.5,0
265,7,1,0,9,29,0,3,6,3,0.541666667,1.0,1,0.0,0.333333333,0,0,36.28571429,3,1.1429,0
224,5,2,0,12,39,6,0,12,3,0.833333333,0.666666667,0,0.25,0.4166666670000001,0,0,43.2,13,3.0,0
40,2,2,7,12,14,1,7,5,1,2.0,0.0,0,0.857142857,0.666666667,0,0,19.0,3,1.5,0
281,9,3,0,10,27,0,2,8,9,0.5,1.0,0,0.7333333329999999,0.38888888899999996,1,2,29.88888889,10,2.6667,0
314,4,2,0,13,34,2,0,13,3,0.69047619,1.0,0,0.6,0.666666667,0,0,74.0,17,4.5,0
228,5,3,0,12,31,6,0,12,3,0.833333333,0.666666667,0,0.5,0.4166666670000001,1,1,44.0,10,2.4,0
6,6,1,0,11,6,15,10,1,6,2.0,0.0,0,0.0,0.45833333299999995,0,0,0.0,1,1.0,0
35,4,3,0,9,13,6,0,9,4,2.0,0.0,0,0.8,0.583333333,2,2,7.75,1,0.75,0
561,32,1,0,29,76,172,13,17,29,0.824884793,0.7142857140000001,1,0.0,0.225806452,0,0,16.3125,8,1.875,0
36,2,1,11,15,8,1,11,4,1,2.0,0.0,0,0.0,0.666666667,0,0,17.0,5,2.5,0
606,6,3,0,12,56,13,1,11,3,0.7,1.0,0,0.848484848,0.4,2,4,99.33333333,15,5.5,1
70,9,1,0,9,12,26,6,3,8,0.9285714290000001,0.428571429,0,0.0,0.375,0,0,6.0,1,0.7778,0
17,3,4,0,82,6,3,82,0,3,1.5,1.0,0,1.0,0.7777777779999999,0,0,4.333333333,0,0.0,0
455,8,1,0,33,105,28,5,28,7,2.0,0.0,0,0.0,0.2,0,0,55.875,6,2.875,1
49,4,2,0,6,11,2,0,6,3,0.666666667,1.0,0,0.6,0.666666667,0,0,10.75,3,1.0,0
139,7,1,0,8,17,9,3,5,5,0.5,1.0,0,0.0,0.566666667,0,0,17.85714286,5,1.8571,0
47,47,1,0,56,47,1081,51,9,47,2.0,0.0,0,0.0,0.13926499,0,0,0.0,1,1.0,0
165,5,1,0,22,45,8,2,20,3,0.25,1.0,0,0.0,0.3,0,0,31.8,15,3.4,1
552,8,1,0,14,65,20,1,13,3,0.571428571,1.0,1,0.0,0.244897959,0,0,67.75,26,5.875,1
2,2,1,0,4,2,1,2,2,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
186,29,1,0,12,30,322,12,0,29,0.9285714290000001,1.0,0,0.0,0.29655172399999996,0,0,4.931034483,1,0.9655,0
940,61,1,0,55,154,540,26,30,58,0.8939393940000001,1.0,2,0.0,0.097916667,0,0,14.2295082,10,1.5574,0
438,13,1,0,25,79,66,1,24,4,0.666666667,0.5,0,0.0,0.25,0,0,32.53846154,19,2.7692,0
4,1,1,0,0,2,0,0,0,1,2.0,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
30,4,3,0,5,9,4,0,5,3,0.666666667,1.0,0,0.666666667,0.666666667,0,0,6.25,1,0.5,0
36,2,1,0,6,7,0,1,5,2,0.0,1.0,1,0.0,0.625,0,0,16.0,1,0.5,0
151,7,1,0,8,17,9,3,5,5,0.5,1.0,0,0.0,0.566666667,0,0,19.57142857,5,1.8571,0
461,23,2,0,22,74,175,4,18,19,0.8818181820000001,1.0,3,0.192307692,0.25974026,1,1,18.60869565,23,2.5217,0
1,1,1,0,1,1,0,1,0,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
79,8,1,0,7,18,8,3,4,7,0.7142857140000001,1.0,1,0.0,0.314285714,0,0,8.5,3,1.125,1
45,3,3,0,8,14,3,0,8,3,2.0,0.0,0,0.7777777779999999,0.5555555560000001,0,0,14.0,3,1.3333,0
20,3,1,0,2,4,0,2,0,3,0.0,1.0,0,0.0,1.0,0,0,5.333333333,1,0.6667,0
43,3,3,0,2,7,1,1,1,3,2.0,0.0,0,0.882352941,0.7777777779999999,2,2,13.33333333,2,1.3333,0
46,3,3,0,7,15,3,0,7,3,2.0,0.0,0,0.7777777779999999,0.5555555560000001,0,0,14.33333333,3,1.3333,0
173,10,2,7,14,35,0,7,7,10,0.0,1.0,0,0.590909091,0.283333333,0,0,16.2,3,1.5,0
26,3,1,0,8,11,1,2,6,2,0.5,1.0,0,0.0,0.5,0,0,7.333333333,1,0.3333,0
80,2,1,0,6,4,1,6,0,1,1.692307692,0.0,0,0.0,1.0,0,0,26.0,0,0.0,0
396,25,2,0,15,61,234,4,11,21,0.913194444,1.0,2,0.17857142899999998,0.223958333,1,1,14.36,17,2.08,1
69,1,1,0,11,3,0,8,3,0,2.0,0.0,0,0.0,0.0,0,0,6.0,0,0.0,0
288,5,1,0,7,26,0,5,3,5,0.25,1.0,0,0.0,0.6,0,0,56.2,9,4.2,0
202,8,3,0,3,42,8,0,3,3,0.7857142859999999,1.0,0,0.806451613,0.35714285700000004,3,4,24.0,1,0.75,1
550,6,1,0,35,101,3,2,33,3,0.6,1.0,0,0.0,0.37142857100000004,0,0,90.33333333,7,1.6667,1
161,6,2,0,12,30,13,0,12,3,0.8666666670000001,0.333333333,0,0.6,0.4,1,2,25.33333333,9,2.1667,0
1,1,1,0,4,1,0,2,2,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
188,4,3,0,11,24,4,3,8,4,2.0,0.0,0,0.7,0.5,0,0,46.0,10,4.25,0
216,5,2,0,11,28,6,0,11,3,0.833333333,0.666666667,0,0.25,0.4166666670000001,0,0,41.6,14,3.2,1
596,27,2,0,29,92,213,2,27,18,0.8873626370000001,0.7142857140000001,0,0.193548387,0.19615384600000002,0,0,20.55555556,11,2.3704,1
566,5,1,0,12,60,0,1,11,2,0.25,1.0,0,0.0,0.3125,0,0,112.0,39,8.2,1
57,6,1,0,4,18,13,1,4,3,0.8,1.0,0,0.0,0.2,0,0,8.333333332999999,1,0.6667,0
76,4,1,0,7,16,4,1,6,2,0.333333333,1.0,0,0.0,0.333333333,0,0,17.75,5,1.5,1
82,3,3,0,13,17,1,1,12,2,2.0,0.0,0,0.818181818,0.5555555560000001,2,7,26.33333333,3,1.6667,0
31,4,3,0,5,9,4,0,5,3,0.666666667,1.0,0,0.818181818,0.666666667,0,0,6.5,1,0.5,0
867,60,1,0,45,147,490,17,29,56,0.898305085,0.9090909090000001,2,0.0,0.103954802,0,0,13.26666667,10,1.4667,1
63,2,1,0,18,15,1,6,15,2,2.0,0.0,0,0.0,0.5,0,0,30.5,7,3.5,0
407,10,1,0,14,41,0,4,10,5,0.5277777779999999,1.0,1,0.0,0.288888889,0,0,39.3,7,1.7,0
171,9,1,0,13,39,28,1,13,3,0.833333333,0.666666667,1,0.0,0.23214285699999998,0,0,17.66666667,5,1.4444,0
374,5,1,0,15,38,2,1,14,3,0.625,1.0,0,0.0,0.35,0,0,73.4,19,5.6,1
194,6,1,0,12,22,3,2,10,5,0.4,1.0,0,0.0,0.6,0,0,31.0,9,3.3333,0
245,7,1,0,8,43,15,1,7,2,0.166666667,1.0,0,0.0,0.4,0,0,33.85714286,12,2.2857,1
