loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
59,4,2,0,3,16,0,0,3,4,0.333333333,1.0,0,0.842105263,0.875,1,1,13.5,5,1.75,0
360,10,3,0,6,41,21,1,6,7,0.793650794,1.0,0,0.804347826,0.45,0,0,34.3,2,1.1,0
23,2,3,0,3,7,1,1,3,2,2.0,0.0,0,0.96969697,1.0,0,0,10.5,1,0.5,1
275,16,5,0,13,55,26,0,13,14,0.577777778,1.0,1,0.87704918,0.390625,3,6,16.0,5,1.375,1
33,5,1,2,59,7,0,59,1,5,0.0,1.0,1,0.0,0.45,0,0,5.4,2,1.0,0
448,19,1,0,30,46,65,29,3,17,0.41666666700000005,1.0,0,0.0,0.289473684,0,0,22.47368421,16,2.4211,0
66,2,2,0,7,13,1,1,6,2,2.0,1.0,0,0.958333333,1.0,0,0,31.5,1,0.5,0
359,17,1,0,5,39,74,1,4,13,0.65625,1.0,0,0.0,0.2421875,0,0,19.76470588,5,1.5882,0
1776,76,1,0,120,177,2446,114,12,63,0.9694623659999999,0.612903226,3,0.0,0.118518519,0,0,21.96052632,5,1.3289,0
398,15,3,0,15,54,59,0,15,15,0.880952381,1.0,1,0.725490196,0.373333333,0,0,24.73333333,3,1.3333,1
720,20,3,1,16,74,92,1,15,14,0.8245614040000001,1.0,2,0.660714286,0.225,2,2,34.25,13,1.95,1
1400,18,1,0,8,91,123,0,8,3,0.8067226890000001,0.857142857,0,0.0,0.141176471,0,0,76.0,7,2.1111,0
4,4,1,0,5,4,6,4,1,4,2.0,0.0,0,0.0,0.875,0,0,0.0,1,1.0,0
222,2,2,0,9,24,1,1,8,2,2.0,0.0,0,0.958333333,1.0,1,1,110.0,1,0.5,0
481,5,4,0,10,42,10,0,10,1,2.0,0.0,0,0.9523809520000001,0.6,4,6,95.2,15,5.2,1
120,2,2,0,9,19,1,1,8,2,2.0,0.0,0,0.958333333,1.0,1,1,59.0,1,0.5,0
108,9,5,0,11,20,4,4,7,9,0.6875,1.0,0,0.9191919190000001,0.38888888899999996,2,7,10.55555556,3,1.2222,0
97,3,1,0,3,14,1,1,2,3,0.5,1.0,0,0.0,0.666666667,0,0,31.0,1,0.6667,1
514,26,3,0,19,87,105,0,19,21,0.773333333,1.0,1,0.596774194,0.17692307699999998,1,3,18.53846154,2,1.0385,0
112,3,1,0,7,15,3,1,6,1,2.0,0.0,0,0.0,0.444444444,0,0,36.33333333,1,0.6667,1
3,3,1,0,17,3,3,17,0,3,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
97,11,2,0,12,15,13,9,4,11,0.75,1.0,3,0.2,0.22077922100000003,0,0,7.272727272999999,1,0.7273,0
531,14,5,2,12,64,69,2,10,5,0.807692308,1.0,2,0.905797101,0.24603174600000002,2,7,36.64285714,6,1.3571,0
737,21,4,0,13,73,128,1,13,14,0.85,1.0,3,0.7959183670000001,0.301587302,3,3,33.47619048,3,1.0952,0
87,4,5,0,6,21,0,0,6,4,0.333333333,1.0,0,0.98089172,1.0,1,1,20.5,3,1.25,0
137,5,1,0,2,15,0,1,1,4,0.5,1.0,0,0.0,0.9,0,0,25.2,4,1.8,0
375,5,1,0,1,36,4,1,0,4,0.583333333,1.0,0,0.0,0.5,0,0,73.4,10,3.6,0
128,8,3,0,8,28,0,0,8,6,0.6785714290000001,1.0,1,0.8409090909999999,0.5,2,4,14.5,3,1.375,1
745,16,1,0,7,78,118,5,3,12,0.8888888890000001,0.666666667,0,0.0,0.41111111100000003,0,0,45.375,22,3.125,0
1093,23,1,0,31,82,201,22,27,17,0.8939393940000001,0.444444444,0,0.0,0.318181818,0,0,45.73913043,24,2.3043,0
151,6,3,0,3,24,11,0,3,4,0.8,1.0,0,0.880952381,0.5,2,2,23.83333333,1,0.8333,0
1159,17,4,0,7,81,40,4,3,10,0.8214285709999999,0.904761905,8,0.516129032,0.25,2,4,65.94117647,2,0.9412,0
5,1,3,0,4,2,0,4,0,1,2.0,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
39,2,1,0,1,6,0,1,0,2,1.0,1.0,0,0.0,0.666666667,0,0,16.5,2,1.0,0
151,7,6,0,8,31,13,0,8,4,0.75,1.0,0,0.9625,0.4,4,9,20.28571429,2,1.0,0
23,2,3,0,3,7,1,1,3,2,2.0,0.0,0,0.96969697,1.0,0,0,10.5,1,0.5,1
276,5,3,0,9,43,0,0,9,5,0.666666667,1.0,0,0.9024390240000001,0.533333333,2,3,53.6,1,0.8,0
89,7,1,0,6,8,0,6,0,7,0.0,1.0,0,0.0,0.428571429,1,1,11.57142857,4,1.0,0
81,5,4,0,1,9,10,1,0,3,0.75,0.0,0,0.924528302,0.44,2,2,15.0,5,2.0,0
2,2,1,0,4,2,1,3,2,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
604,16,3,0,3,40,84,1,2,16,0.658333333,1.0,2,0.580645161,0.291666667,2,7,36.25,1,0.8125,0
699,19,4,0,10,52,27,0,10,17,0.7777777779999999,1.0,0,0.8125,0.298245614,3,4,35.36842105,16,2.3158,0
462,23,2,0,5,68,181,2,3,17,0.806818182,0.875,0,0.5476190479999999,0.140909091,0,0,18.73913043,5,1.4783,0
4,1,5,0,1,2,0,0,1,1,2.0,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
149,3,3,0,5,22,0,1,5,3,0.0,1.0,0,0.9487179490000001,0.666666667,0,0,48.33333333,1,0.6667,0
887,11,1,8,22,86,15,8,14,4,0.728571429,1.0,7,0.0,0.26666666699999997,0,0,77.72727273,22,4.6364,1
48,3,1,0,3,9,3,1,2,2,2.0,0.0,0,0.0,0.666666667,0,0,15.0,1,0.6667,0
58,3,2,0,1,9,0,0,1,1,0.0,1.0,1,0.7142857140000001,0.666666667,1,1,17.33333333,1,0.6667,0
265,8,4,0,7,35,4,0,7,7,0.7142857140000001,1.0,0,0.9176470590000001,0.46875,3,3,31.375,5,1.375,0
748,10,3,0,7,60,41,0,7,3,0.9,0.6,0,0.804347826,0.28571428600000004,0,0,72.8,7,2.1,1
163,9,6,0,8,33,28,0,8,6,0.8125,1.0,0,0.950617284,0.4,4,9,16.88888889,2,1.0,0
69,5,1,0,58,10,8,58,0,3,0.3125,0.75,1,0.0,0.583333333,0,0,12.0,3,0.6,0
724,44,4,0,19,91,802,6,14,40,0.94369645,0.947368421,2,0.644628099,0.156818182,3,3,15.02272727,7,1.4091,0
608,8,4,0,13,65,2,0,13,6,0.916666667,0.166666667,0,0.9176470590000001,0.333333333,2,2,73.5,3,1.25,0
274,8,1,0,1,14,28,1,0,8,2.0,0.0,0,0.0,0.45,0,0,33.25,7,2.875,0
5,5,1,0,10,5,10,10,0,5,2.0,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0,0
4,3,1,0,2,3,3,2,0,3,1.5,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
287,11,3,0,11,38,11,3,8,10,0.683333333,1.0,3,0.75,0.287878788,1,1,24.54545455,3,1.9091,0
0,0,1,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
165,3,1,0,12,20,3,1,11,1,2.0,0.0,0,0.0,0.444444444,0,0,54.0,1,0.6667,1
4,4,1,0,6,4,6,3,4,4,2.0,0.0,0,0.0,0.625,0,0,0.0,1,1.0,1
437,15,3,0,3,37,41,1,2,14,0.6964285709999999,0.75,1,0.454545455,0.311111111,1,2,27.33333333,1,0.8,0
298,9,1,0,7,34,0,0,7,8,0.75,0.25,0,0.0,0.592592593,0,0,31.66666667,5,2.7778,1
617,21,1,0,2,35,38,2,0,17,0.6318181820000001,0.818181818,0,0.0,0.293650794,0,0,27.85714286,3,0.8571,0
68,6,2,0,3,11,13,2,1,6,0.8,1.0,0,0.924242424,0.444444444,1,5,10.16666667,3,1.5,0
151,5,3,0,7,19,4,4,4,4,0.75,0.0,0,0.9024390240000001,0.4,1,1,28.8,1,0.8,0
59,5,1,11,21,11,8,20,1,5,0.75,1.0,0,0.0,0.7,0,0,10.6,5,1.6,0
168,9,3,0,9,29,0,0,9,9,0.583333333,1.0,1,0.8222222220000001,0.444444444,0,0,17.33333333,2,1.4444,0
164,20,2,40,100,28,158,96,6,16,0.8771929820000001,1.0,3,0.321428571,0.258333333,1,3,6.9,3,1.1,0
173,6,1,0,7,28,1,1,6,6,0.6,1.0,3,0.0,0.305555556,0,0,27.33333333,1,0.8333,0
646,50,4,1,24,82,1091,11,14,47,0.959183673,1.0,4,0.614173228,0.214285714,3,3,11.5,7,1.3,1
517,11,1,0,11,61,0,0,11,8,0.913333333,1.0,1,0.0,0.8,0,0,44.63636364,9,2.7273,0
322,21,1,0,24,48,116,20,7,18,0.814285714,1.0,1,0.0,0.253968254,0,0,14.0,3,1.4762,0
1156,26,3,0,15,108,233,1,15,22,0.9026086959999999,1.0,2,0.596774194,0.16025641,3,3,42.57692308,7,1.2692,1
300,6,4,0,9,48,5,0,9,5,0.666666667,1.0,0,0.939759036,0.45833333299999995,4,5,48.5,10,2.3333,1
96,5,1,0,1,18,0,1,0,3,0.5,1.0,0,0.0,0.533333333,0,0,17.8,2,1.0,0
147,12,1,0,3,21,44,1,2,5,0.805194805,1.0,1,0.0,0.261904762,0,0,10.66666667,4,1.25,0
236,8,3,0,5,41,10,0,5,8,0.80952381,1.0,0,0.8409090909999999,0.875,1,1,27.75,14,2.625,1
76,10,1,0,3,13,31,1,2,10,0.703703704,1.0,1,0.0,0.375,0,0,6.3,2,1.1,0
643,26,3,0,12,74,265,2,10,20,0.885,1.0,2,0.596774194,0.23076923100000002,0,0,23.42307692,4,1.4615,1
32,3,3,0,3,10,0,0,3,3,0.0,1.0,0,0.9487179490000001,0.666666667,0,0,9.333333332999999,1,0.6667,0
730,15,4,2,18,55,37,2,16,9,0.728571429,1.0,4,0.846153846,0.193333333,3,7,47.0,12,2.4667,1
28,2,3,0,3,8,1,0,3,2,2.0,0.0,0,0.967741935,0.75,0,0,13.0,2,1.0,1
493,6,4,0,8,34,0,0,8,6,0.6,1.0,0,0.939759036,0.5555555560000001,1,1,80.5,1,0.8333,1
376,20,1,0,4,42,130,0,4,18,0.736842105,1.0,1,0.0,0.284210526,0,0,17.45,3,1.15,0
216,10,4,0,14,35,11,1,13,8,0.7111111109999999,1.0,1,0.896551724,0.32,1,1,20.1,10,2.1,1
377,8,1,0,4,39,22,1,3,6,0.7857142859999999,0.5,0,0.0,0.166666667,0,0,45.875,3,1.25,0
152,4,3,0,3,17,4,0,3,3,0.666666667,1.0,0,0.925,0.75,1,1,36.75,1,0.75,0
68,4,2,0,1,11,0,0,1,1,0.222222222,1.0,1,0.625,0.5,1,1,15.25,2,1.0,0
169,8,1,0,6,25,0,5,1,7,0.6,1.0,0,0.0,0.41666666700000005,0,0,19.5,7,1.875,0
95,6,3,0,6,16,5,0,6,5,0.7333333329999999,1.0,0,0.880952381,0.5,0,0,14.33333333,1,0.8333,0
92,7,2,1,7,15,1,6,1,4,0.583333333,1.0,1,0.454545455,0.46428571399999996,1,1,11.57142857,1,0.8571,0
215,4,3,0,5,32,2,0,5,4,0.666666667,1.0,0,0.925,0.75,1,1,52.25,1,0.75,0
55,5,1,0,19,12,4,17,2,5,0.25,1.0,0,0.0,0.533333333,0,0,9.8,1,0.6,0
1,1,1,0,9,1,0,8,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
177,8,3,0,5,29,0,1,4,6,0.428571429,1.0,0,0.833333333,0.3125,1,1,20.875,5,2.0,0
13,13,1,0,5,13,78,5,0,13,2.0,0.0,0,0.0,0.326923077,0,0,0.0,1,1.0,0
719,26,3,0,33,80,201,26,8,20,0.573333333,0.666666667,2,0.5660377360000001,0.152727273,2,11,26.53846154,14,2.2692,0
150,3,2,0,8,20,3,1,7,2,1.0,0.0,0,0.92,0.5,0,0,48.0,1,0.6667,0
111,13,1,1,8,20,46,6,2,8,0.666666667,1.0,0,0.0,0.615384615,0,0,7.230769231,1,0.7692,0
147,7,3,0,8,22,0,0,8,7,0.625,1.0,0,0.860465116,0.342857143,1,1,19.42857143,5,1.4286,0
96,3,2,0,7,19,3,1,6,2,1.0,0.0,0,0.8666666670000001,0.5,0,0,30.66666667,1,0.6667,1
6,6,1,0,5,6,15,4,1,6,2.0,0.0,0,0.0,0.444444444,0,0,0.0,1,1.0,0
75,5,1,0,7,17,0,0,7,5,0.5,1.0,0,0.0,0.8,0,0,13.4,3,1.2,0
136,6,3,0,5,21,1,0,5,6,0.7,1.0,0,0.880952381,0.41666666700000005,2,2,21.0,1,0.8333,0
243,8,3,0,12,38,4,3,10,6,0.523809524,1.0,1,0.8409090909999999,0.35,1,4,29.0,3,1.375,0
1377,39,2,0,15,103,609,10,6,24,0.8863636359999999,0.636363636,1,0.5,0.184210526,1,5,33.74358974,12,1.8462,0
4,4,1,0,4,4,6,3,1,4,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
152,3,2,0,8,22,3,1,7,2,1.0,0.0,0,0.8666666670000001,0.5,0,0,48.66666667,1,0.6667,1
2040,77,3,0,28,196,2320,6,28,68,0.935222672,1.0,9,0.330357143,0.161184211,3,3,25.15584416,19,1.7143,0
37,2,2,0,6,11,1,1,5,2,2.0,0.0,0,0.958333333,1.0,0,0,17.5,1,0.5,0
48,4,3,0,5,12,0,0,5,4,0.333333333,1.0,0,0.925,0.75,0,0,10.75,1,0.75,1
47,3,1,1,6,9,0,4,2,3,0.0,1.0,0,0.0,0.666666667,0,0,14.33333333,1,0.6667,0
437,26,1,0,9,62,119,1,8,24,0.68,1.0,4,0.0,0.317307692,0,0,15.53846154,6,1.6923,1
91,3,3,0,6,17,0,1,6,3,0.0,1.0,0,0.9487179490000001,1.0,0,0,29.0,1,0.6667,0
1273,17,4,0,10,83,70,1,10,10,0.9655172409999999,1.0,0,0.8297872340000001,0.176470588,2,2,72.17647059,8,2.1765,0
24,4,1,0,4,5,0,3,1,4,0.333333333,1.0,0,0.0,0.875,0,0,4.75,1,0.75,0
527,27,1,0,3,63,297,1,2,10,0.778846154,0.0,2,0.0,0.37962963,0,0,18.22222222,11,1.4444,0
69,5,1,0,5,13,0,4,1,5,0.0,1.0,0,0.0,0.533333333,0,0,12.6,3,1.2,0
20,4,1,0,2,7,6,1,1,4,2.0,0.0,0,0.0,0.875,0,0,4.0,1,0.75,0
474,18,3,0,8,55,119,0,8,15,0.882352941,1.0,0,0.685185185,0.472222222,0,0,24.61111111,13,2.0,0
24,0,1,0,1,0,0,1,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
659,21,1,0,27,78,158,11,17,15,0.735714286,0.9285714290000001,5,0.0,0.145,0,0,29.71428571,7,1.6667,1
118,7,2,0,2,18,11,1,1,4,0.6333333329999999,1.0,1,0.454545455,0.35714285700000004,1,1,15.14285714,2,1.0,0
183,4,2,0,10,25,6,1,9,2,1.0,0.0,0,0.884615385,0.5,0,0,44.5,9,2.75,0
153,14,4,0,136,26,0,135,1,14,0.384615385,1.0,1,0.65,0.333333333,1,2,9.785714286000001,2,0.6429,0
677,20,4,0,7,71,102,2,7,14,0.821052632,1.0,2,0.8041237109999999,0.3,2,2,32.35,5,1.25,1
557,20,3,0,10,60,114,5,6,14,0.605263158,1.0,0,0.6122448979999999,0.264285714,1,1,26.65,9,2.8,0
394,8,3,0,7,46,10,0,7,7,0.771428571,1.0,0,0.8409090909999999,0.375,1,1,47.625,2,1.0,0
747,31,1,0,6,65,243,4,2,30,0.726666667,1.0,0,0.0,0.18279569899999998,1,1,22.61290323,4,1.1613,0
560,19,1,0,24,81,147,17,8,7,0.8611111109999999,1.0,1,0.0,0.17129629600000001,0,0,28.15789474,2,1.0,0
147,5,1,0,1,24,0,0,1,4,0.5625,1.0,0,0.0,0.6,0,0,27.6,1,0.8,0
1423,28,4,1,21,123,302,3,18,11,0.868945869,1.0,0,0.75,0.158024691,4,5,49.35714286,3,1.1071,0
100,3,1,0,2,15,0,2,0,3,0.166666667,1.0,0,0.0,0.666666667,0,0,31.33333333,2,1.0,0
78,13,1,4,11,18,0,5,10,9,0.583333333,1.0,1,0.0,0.161538462,0,0,4.846153846,1,0.9231,1
1,1,1,0,9,1,0,8,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
101,5,3,0,4,17,0,0,4,5,0.666666667,1.0,0,0.9024390240000001,0.533333333,1,1,18.6,1,0.8,0
33,2,2,0,6,9,1,1,5,2,2.0,0.0,0,0.958333333,1.0,0,0,15.5,1,0.5,0
176,2,1,0,5,29,0,0,5,0,0.0,1.0,2,0.0,0.6,0,0,85.5,10,5.0,0
396,9,1,0,5,53,0,1,4,9,0.819444444,0.333333333,1,0.0,0.23809523800000001,0,0,42.0,7,1.7778,0
20,2,5,0,1,7,0,1,0,2,0.0,1.0,0,0.9285714290000001,0.75,0,0,8.5,1,0.5,0
144,5,1,0,4,20,0,0,4,4,0.333333333,1.0,1,0.0,0.9,0,0,27.2,5,2.2,0
135,10,3,0,2,21,21,0,2,9,0.6,1.0,0,0.804347826,0.4,1,1,12.0,1,0.9,0
397,18,3,0,10,49,115,1,9,14,0.836601307,1.0,3,0.685185185,0.333333333,0,0,20.55555556,6,1.8333,0
146,10,2,7,14,24,19,10,4,5,0.666666667,1.0,1,0.5,0.26666666699999997,0,0,13.3,3,1.2,0
279,14,1,1,9,34,47,4,5,12,0.8241758240000001,1.0,0,0.0,0.307692308,0,0,18.42857143,6,1.8571,1
366,14,3,2,11,41,67,3,8,11,0.846153846,1.0,1,0.74,0.223214286,1,1,24.71428571,4,1.2857,0
277,3,1,0,9,25,1,7,2,3,0.0,1.0,1,0.0,0.666666667,0,0,91.0,14,5.3333,0
63,2,1,0,0,6,1,0,0,2,2.0,0.0,0,0.0,0.666666667,0,0,30.5,11,5.5,0
54,4,3,0,4,12,0,0,4,4,0.5,1.0,0,0.914285714,0.75,0,0,12.0,1,0.75,1
396,18,3,2,31,62,0,23,8,16,0.6176470589999999,1.0,1,0.6521739129999999,0.215277778,1,1,20.77777778,5,1.8889,0
630,17,1,3,15,66,90,4,12,6,0.791666667,1.0,2,0.0,0.197916667,0,0,35.88235294,14,2.4118,0
201,8,3,0,9,32,6,0,9,6,0.685714286,1.0,0,0.860465116,0.30952381,1,1,23.5,6,1.5,1
16,4,1,0,2,5,6,1,1,4,2.0,0.0,0,0.0,0.875,0,0,3.0,1,0.75,0
466,18,3,0,10,59,103,6,5,14,0.774509804,0.5,0,0.6521739129999999,0.3,0,0,24.55555556,5,1.8333,0
11,2,6,0,3,4,1,0,3,1,2.0,0.0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,0
1489,23,1,1,25,52,181,23,2,14,0.731404959,1.0,0,0.0,0.290909091,0,0,63.26086957,35,6.087000000000001,0
502,13,3,0,10,78,8,1,9,9,0.75,0.7142857140000001,1,0.7551020409999999,0.384615385,2,3,37.07692308,8,2.0,1
