loc,ACD,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOF_avg,NOF_max,NOF_sum,NOI,NOM_avg,NOM_max,NOM_sum,NOT,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,VG_avg,VG_max,VG_sum,bug
70,0,2.142857143,3,15,2.285714286,10,16,1.142857143,2,8,0.0,0,0,0,7.0,7,7,1,1.0,1,1,0.0,0,0,4.0,5,28,1.285714286,3,9,0
209,0,4.75,28,76,9.6875,67,155,1.6875,4,27,4.0,4,4,0,16.0,16,16,1,4.0,4,4,0.0,0,0,0.9375,3,15,2.9375,14,47,0
394,0,5.297297297,29,196,7.0810810810000016,51,262,1.675675676,4,62,3.333333333,8,10,0,12.33333333,33,37,1,0.0,0,0,0.0,0,0,0.459459459,2,17,2.324324324,9,86,1
8,0,1.0,1,1,1.0,1,1,1.0,1,1,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,1,0
115,1,1.076923077,4,14,4.538461538,15,59,1.923076923,4,25,0.6,2,3,0,2.6,7,13,1,0.6,2,3,0.0,0,0,1.307692308,3,17,2.230769231,8,29,0
73,0,3.0,9,15,11.0,20,55,1.8,4,9,0.0,0,0,0,5.0,5,5,1,0.0,0,0,0.0,0,0,1.4,4,7,3.8,6,19,1
217,0,7.6,14,38,37.8,66,189,4.2,6,21,6.0,6,6,0,5.0,5,5,1,6.0,6,6,0.0,0,0,2.0,3,10,10.2,18,51,0
251,0,10.38888889,32,187,11.33333333,60,204,1.222222222,2,22,1.0,1,1,0,18.0,18,18,1,0.0,0,0,0.0,0,0,2.388888889,3,43,2.0,12,36,0
99,0,2.384615385,9,31,4.692307692,17,61,1.5384615380000002,4,20,1.0,1,1,0,12.0,12,12,1,3.0,3,3,1.0,1,1,0.846153846,3,11,1.769230769,5,23,1
35,0,2.75,5,11,5.25,14,21,1.5,3,6,1.0,1,1,0,4.0,4,4,1,0.0,0,0,0.0,0,0,0.5,1,2,2.25,5,9,0
23,0,0.833333333,1,5,1.0,1,6,1.0,1,6,0.0,0,0,0,6.0,6,6,1,0.0,0,0,0.0,0,0,0.333333333,1,2,1.0,1,6,0
10,0,0.0,0,0,0.0,0,0,0.0,0,0,6.0,6,6,0,0.0,0,0,1,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0
8,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,3.0,3,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
30,0,7.0,14,14,6.5,12,13,1.5,2,3,0.0,0,0,0,1.0,1,1,1,0.0,0,0,1.0,1,1,2.0,4,4,1.5,2,3,0
8,0,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0.0,0,0,1.0,1,1,1.0,1,1,0
17,0,0.5,1,1,2.0,3,4,1.0,1,2,6.0,6,6,0,2.0,2,2,1,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,2,0
28,0,3.0,6,6,8.0,15,16,2.0,3,4,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,0.5,1,1,3.0,5,6,0
29,0,0.428571429,2,3,1.0,1,7,1.0,1,7,3.0,3,3,0,7.0,7,7,1,0.0,0,0,0.0,0,0,0.428571429,1,3,1.0,1,7,0
3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
9,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,3.0,3,3,0,1.0,1,1,0.0,0,0,0.333333333,1,1,0.0,0,0,0
47,0,9.0,20,27,11.0,26,33,2.0,4,6,0.0,0,0,0,3.0,3,3,1,0.0,0,0,0.0,0,0,1.0,1,3,3.0,7,9,0
11,0,0.0,0,0,1.0,1,1,1.0,1,1,1.0,1,1,0,1.0,1,1,1,4.0,4,4,0.0,0,0,1.0,1,1,1.0,1,1,0
314,0,9.733333333,28,146,16.26666667,52,244,2.266666667,4,34,0.0,0,0,0,15.0,15,15,1,6.0,6,6,0.0,0,0,2.2,3,33,4.666666667,16,70,0
12,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,9.0,9,9,0.0,0,0,0.0,0,0,0.0,0,0,0
121,0,10.25,37,41,21.25,70,85,2.75,6,11,11.0,11,11,0,4.0,4,4,1,0.0,0,0,0.0,0,0,2.25,3,9,7.25,20,29,0
103,0,0.913043478,7,21,1.782608696,15,41,0.913043478,3,21,8.0,8,8,0,23.0,23,23,1,0.0,0,0,0.0,0,0,0.565217391,2,13,1.086956522,5,25,0
8,0,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0.0,0,0,2.0,2,2,1.0,1,1,0
86,0,3.0,15,30,5.5,35,55,1.3,3,13,1.0,1,1,0,8.0,8,8,1,2.0,2,2,2.0,2,2,1.6,2,16,3.6,24,36,0
56,0,5.8,9,29,7.6,14,38,2.4,4,12,1.0,1,1,0,5.0,5,5,1,0.0,0,0,0.0,0,0,0.8,2,4,2.6,5,13,0
41,0,1.4,5,7,4.4,11,22,1.6,3,8,1.0,1,1,0,4.0,4,4,1,1.0,1,1,1.0,1,1,0.8,2,4,1.8,3,9,0
5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,1.0,1,1,0.0,0,0,0
7,0,0.0,0,0,0.0,0,0,1.0,1,2,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,1.0,1,2,1.0,1,2,0
21,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,18.0,18,18,0.0,0,0,0.0,0,0,0.0,0,0,0
29,0,0.6,2,3,2.2,4,11,1.0,1,5,3.0,3,3,0,5.0,5,5,1,0.0,0,0,0.0,0,0,0.8,2,4,1.4,2,7,1
49,0,1.0,3,5,6.8,8,34,2.0,2,10,0.0,0,0,0,0.0,0,0,1,1.0,1,1,5.0,5,5,1.0,1,5,2.2,3,11,0
4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
28,0,2.0,5,6,4.333333333,10,13,1.666666667,3,5,1.0,1,1,0,3.0,3,3,1,1.0,1,1,0.0,0,0,1.0,2,3,1.666666667,3,5,0
5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,2.0,2,2,0.0,0,0,0
13,0,0.666666667,1,2,1.0,1,3,1.0,1,3,1.0,1,1,0,3.0,3,3,1,0.0,0,0,0.0,0,0,0.333333333,1,1,1.0,1,3,0
246,4,6.157894737,31,117,8.578947368,38,163,1.315789474,3,25,10.0,10,10,0,17.0,17,17,1,2.0,2,2,0.0,0,0,0.526315789,2,10,2.105263158,9,40,0
309,0,2.909090909,18,64,10.63636364,47,234,2.090909091,5,46,15.0,15,15,0,21.0,21,21,1,0.0,0,0,1.0,1,1,0.909090909,4,20,4.1363636360000005,12,91,0
130,2,3.5,13,35,8.9,30,89,2.3,6,23,1.0,1,1,0,10.0,10,10,1,0.0,0,0,0.0,0,0,1.5,3,15,2.7,9,27,0
53,0,3.5,7,21,3.5,6,21,1.166666667,2,7,2.0,2,2,0,6.0,6,6,1,0.0,0,0,0.0,0,0,1.166666667,2,7,1.333333333,2,8,0
87,0,1.9,4,19,5.8,16,58,2.0,4,20,3.0,3,3,0,10.0,10,10,1,0.0,0,0,0.0,0,0,0.9,2,9,2.5,6,25,0
14,0,1.0,1,1,5.0,5,5,2.0,2,2,0.0,0,0,0,0.0,0,0,1,2.0,2,2,1.0,1,1,1.0,1,1,2.0,2,2,0
74,1,2.666666667,8,32,3.5,11,42,1.25,2,15,0.0,0,0,0,12.0,12,12,1,2.0,2,2,0.0,0,0,1.333333333,3,16,1.416666667,4,17,0
116,2,2.857142857,23,40,4.785714286,34,67,1.142857143,4,16,2.5,5,5,0,7.0,12,14,1,1.0,2,2,0.0,0,0,1.071428571,4,15,1.285714286,3,18,0
380,0,2.830188679,15,150,4.905660377,22,260,1.1698113209999998,3,62,6.0,6,6,0,53.0,53,53,1,0.0,0,0,0.0,0,0,0.754716981,3,40,2.056603774,10,109,0
26,0,13.0,13,13,16.0,16,16,2.0,2,2,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0.0,0,0,1.0,1,1,3.0,3,3,0
89,0,3.5,9,28,6.25,17,50,1.125,2,9,7.0,7,7,0,8.0,8,8,1,0.0,0,0,0.0,0,0,0.875,1,7,1.375,4,11,0
8,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,4.0,4,4,0,0.0,0,0,0.0,0,0,0.75,2,3,0.0,0,0,0
66,0,4.0,7,32,5.125,17,41,1.625,3,13,2.0,2,2,0,8.0,8,8,1,0.0,0,0,0.0,0,0,0.625,3,5,1.875,5,15,0
57,0,2.8,8,14,6.4,16,32,1.6,3,8,0.0,0,0,0,2.0,2,2,1,5.0,5,5,3.0,3,3,1.0,2,5,2.4,5,12,0
63,0,1.3,4,13,2.6,6,26,1.2,2,12,1.0,2,2,0,5.0,5,10,1,0.0,0,0,0.0,0,0,0.9,3,9,1.3,2,13,0
46,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,19.0,19,19,0,21.0,21,21,0.0,0,0,1.0,2,19,0.0,0,0,0
6,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,1.0,1,1,0.0,0,0,0
4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,1.0,1,1,0.0,0,0,0
630,1,5.170212766000001,27,243,9.553191489,67,449,1.872340426,6,88,10.0,10,10,0,37.0,37,37,1,21.0,21,21,10.0,10,10,0.936170213,8,44,3.234042553,13,152,0
223,0,2.428571429,15,68,5.357142857,37,150,1.571428571,7,44,2.0,2,2,0,28.0,28,28,1,5.0,5,5,0.0,0,0,1.071428571,6,30,2.321428571,12,65,0
284,0,3.1136363639999995,22,137,3.3863636360000005,20,149,1.204545455,4,53,1.375,10,11,0,5.5,26,44,1,0.625,5,5,0.0,0,0,0.568181818,2,25,1.545454545,9,68,0
10,0,0.0,0,0,1.0,1,1,1.0,1,1,2.0,2,2,0,1.0,1,1,1,0.0,0,0,0.0,0,0,1.0,1,1,1.0,1,1,0
8,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,5.0,5,5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
214,0,7.0,56,105,10.46666667,63,157,1.733333333,2,26,5.0,5,5,0,15.0,15,15,1,1.0,1,1,0.0,0,0,3.5333333330000003,6,53,2.466666667,9,37,0
5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,2.0,2,2,0,0.0,0,0,0.0,0,0,1.0,1,2,0.0,0,0,0
34,0,6.0,11,18,7.333333333,20,22,1.666666667,3,5,0.0,0,0,0,3.0,3,3,1,0.0,0,0,0.0,0,0,0.333333333,1,1,2.0,4,6,0
56,0,5.25,15,21,7.75,25,31,1.0,1,4,4.0,4,4,0,4.0,4,4,1,1.0,1,1,0.0,0,0,1.0,1,4,1.0,1,4,0
14,0,0.0,0,0,0.25,1,2,0.0,0,0,0.0,0,0,1,8.0,8,8,0,0.0,0,0,0.0,0,0,0.75,2,6,0.0,0,0,0
17,0,0.5,1,1,2.5,5,5,1.5,2,3,0.0,0,0,0,1.0,1,1,1,2.0,2,2,1.0,1,1,0.5,1,1,1.5,2,3,0
38,0,0.0,0,0,1.625,4,13,1.0,1,8,4.0,4,4,0,8.0,8,8,1,0.0,0,0,0.0,0,0,0.625,3,5,1.0,1,8,0
54,0,1.5,13,15,2.3,11,23,1.1,2,11,5.0,5,5,0,10.0,10,10,1,0.0,0,0,0.0,0,0,0.5,3,5,1.1,2,11,0
1276,2,10.06451613,120,624,17.22580645,129,1068,2.483870968,6,154,3.0,5,9,0,20.0,52,60,1,2.0,5,6,0.666666667,2,2,1.306451613,3,81,5.387096774,34,334,1
884,1,4.714285714,36,363,8.064935065,49,621,2.103896104,6,162,4.0,13,24,0,12.66666667,64,76,1,0.666666667,4,4,0.166666667,1,1,0.7792207790000001,2,60,2.636363636,14,203,1
81,1,5.666666667,12,34,8.0,21,48,2.0,5,12,0.0,0,0,0,3.0,3,3,1,0.0,0,0,3.0,3,3,1.0,1,6,2.666666667,4,16,1
12,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,8.0,8,8,0,1.0,1,1,0.0,0,0,0.875,2,7,0.0,0,0,0
197,0,39.0,94,117,57.0,135,171,3.333333333,4,10,1.0,1,1,0,3.0,3,3,1,1.0,1,1,0.0,0,0,0.666666667,2,2,14.66666667,33,44,1
724,9,9.365853658999999,68,384,14.0,86,574,2.317073171,9,95,3.0,3,3,0,34.0,34,34,1,2.0,2,2,7.0,7,7,1.829268293,6,75,2.390243902,12,98,1
9,0,0.0,0,0,0.0,0,0,1.0,1,1,4.0,4,4,0,1.0,1,1,1,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,1,0
8,0,0.0,0,0,0.5,1,1,0.0,0,0,0.0,0,0,1,2.0,2,2,0,0.0,0,0,0.0,0,0,2.0,4,4,0.0,0,0,0
266,2,9.722222222000001,19,175,11.66666667,28,210,2.166666667,4,39,3.0,3,3,0,18.0,18,18,1,0.0,0,0,0.0,0,0,0.611111111,2,11,3.277777778,7,59,0
69,0,5.666666667,11,34,6.333333333,13,38,1.166666667,2,7,0.0,0,0,0,0.0,0,0,1,0.0,0,0,6.0,6,6,1.0,2,6,2.666666667,7,16,0
53,0,3.666666667,7,11,10.66666667,18,32,3.666666667,5,11,1.0,1,1,0,2.0,2,2,1,1.0,1,1,1.0,1,1,1.666666667,3,5,5.0,8,15,0
26,0,1.333333333,3,4,3.666666667,7,11,1.0,1,3,1.0,1,1,0,3.0,3,3,1,1.0,1,1,0.0,0,0,2.0,4,6,1.666666667,3,5,0
58,0,2.25,6,18,3.75,8,30,1.25,2,10,2.0,2,2,0,8.0,8,8,1,0.0,0,0,0.0,0,0,0.875,2,7,1.625,3,13,0
282,0,2.9,9,87,7.133333333,32,214,1.066666667,2,32,1.0,1,1,0,29.0,29,29,1,0.0,0,0,1.0,1,1,0.966666667,6,29,1.933333333,10,58,0
10,0,4.0,4,4,2.0,2,2,1.0,1,1,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0.0,0,0,1.0,1,1,1.0,1,1,0
104,0,2.4,34,48,2.3,18,46,1.05,2,21,0.0,0,0,0,1.0,1,1,1,8.0,8,8,19.0,19,19,0.8,3,16,1.4,4,28,0
14,0,1.5,3,3,1.0,2,2,1.0,1,2,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,0.5,1,1,1.0,1,2,0
8,0,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0.0,0,0,6.0,6,6,1.0,1,1,0
64,0,3.75,10,15,8.0,12,32,2.0,3,8,0.0,0,0,0,0.0,0,0,1,3.0,3,3,4.0,4,4,0.75,1,3,3.5,6,14,0
15,0,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0.0,0,0,5.0,5,5,1.0,1,1,0
46,0,1.0,3,8,2.875,8,23,1.25,3,10,2.0,2,2,0,8.0,8,8,1,0.0,0,0,0.0,0,0,1.5,3,12,1.375,3,11,0
9,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,5.0,5,5,0,0.0,0,0,0.0,0,0,1.0,1,5,0.0,0,0,0
55,0,3.666666667,12,22,3.666666667,14,22,1.0,1,6,1.0,1,1,0,6.0,6,6,1,0.0,0,0,0.0,0,0,0.666666667,1,4,1.0,1,6,0
18,0,0.333333333,1,1,2.0,4,6,1.0,1,3,1.0,1,1,0,3.0,3,3,1,0.0,0,0,0.0,0,0,0.333333333,1,1,1.0,1,3,0
72,0,1.857142857,6,13,6.285714286,19,44,1.857142857,3,13,4.0,4,4,0,7.0,7,7,1,0.0,0,0,0.0,0,0,0.7142857140000001,2,5,2.285714286,6,16,0
23,0,4.0,4,8,5.5,6,11,2.0,2,4,1.0,1,1,0,2.0,2,2,1,2.0,2,2,0.0,0,0,0.5,1,1,2.0,2,4,0
7,0,1.0,1,1,1.0,1,1,1.0,1,1,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,1,0
5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,2.0,2,2,0.0,0,0,0
296,0,7.0,27,140,11.65,46,233,2.05,4,41,0.0,0,0,0,0.0,0,0,1,6.0,6,6,20.0,20,20,1.05,2,21,4.55,15,91,1
96,3,6.142857143,31,43,9.142857142999999,37,64,1.571428571,3,11,5.0,5,5,0,7.0,7,7,1,0.0,0,0,0.0,0,0,1.142857143,3,8,1.428571429,2,10,0
36,0,1.7,2,17,1.0,1,10,1.0,1,10,0.0,0,0,0,10.0,10,10,1,0.0,0,0,0.0,0,0,0.2,2,2,1.0,1,10,0
11,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,5.0,5,5,0,0.0,0,0,0.0,0,0,0.4,1,2,0.0,0,0,0
141,0,1.695652174,9,39,3.52173913,25,81,1.304347826,3,30,3.0,3,3,0,23.0,23,23,1,0.0,0,0,0.0,0,0,1.043478261,4,24,1.956521739,7,45,0
179,0,4.666666667,12,56,9.75,27,117,2.083333333,6,25,5.0,5,5,0,12.0,12,12,1,0.0,0,0,0.0,0,0,1.083333333,4,13,3.5,11,42,0
6,0,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0.0,0,0,1.0,1,1,1.0,1,1,0
