loc,ACD,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOF_avg,NOF_max,NOF_sum,NOI,NOM_avg,NOM_max,NOM_sum,NOT,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,VG_avg,VG_max,VG_sum,bug
283,0,0.989247312,1,92,1.0,1,93,1.0,1,93,0.0,0,0,0,93.0,93,93,1,0.0,0,0,0.0,0,0,1.0,1,93,1.0,1,93,0
150,2,3.222222222,14,58,5.222222222,30,94,1.944444444,6,35,1.5,2,3,0,8.5,13,17,1,0.5,1,1,0.5,1,1,0.7222222220000001,2,13,1.833333333,8,33,0
113,0,16.25,39,65,22.0,53,88,3.75,9,15,0.0,0,0,0,4.0,4,4,1,0.0,0,0,0.0,0,0,1.75,2,7,7.0,15,28,0
151,0,7.090909091,20,78,10.36363636,31,114,2.181818182,5,24,3.0,4,6,0,5.0,9,10,1,0.5,1,1,0.5,1,1,1.181818182,4,13,3.272727273,10,36,0
107,2,6.5,19,52,8.5,29,68,1.75,4,14,2.0,2,2,0,8.0,8,8,1,2.0,2,2,0.0,0,0,0.125,1,1,1.75,4,14,1
35,0,0.833333333,5,5,1.666666667,7,10,1.166666667,2,7,3.0,3,3,0,6.0,6,6,1,0.0,0,0,0.0,0,0,1.333333333,2,8,1.333333333,3,8,0
248,2,6.80952381,22,143,7.380952381,19,155,1.619047619,4,34,3.0,3,3,0,20.0,20,20,1,2.0,2,2,0.0,0,0,0.571428571,2,12,2.095238095,7,44,1
107,0,4.4,14,44,7.5,30,75,1.7,4,17,5.0,5,5,0,10.0,10,10,1,1.0,1,1,0.0,0,0,2.2,4,22,3.2,10,32,0
93,0,0.705882353,6,12,2.882352941,17,49,1.176470588,3,20,4.0,4,4,0,16.0,16,16,1,1.0,1,1,1.0,1,1,0.764705882,2,13,1.647058824,5,28,0
65,0,6.75,12,27,9.0,16,36,1.5,3,6,1.0,1,1,0,2.0,2,2,1,0.0,0,0,2.0,2,2,2.0,3,8,2.5,3,10,0
53,0,5.4,8,27,7.8,15,39,1.6,3,8,0.0,0,0,0,4.0,4,4,1,0.0,0,0,1.0,1,1,1.0,1,5,2.0,4,10,0
73,0,2.571428571,10,18,6.857142857,21,48,1.714285714,4,12,3.0,3,3,0,7.0,7,7,1,0.0,0,0,0.0,0,0,1.142857143,3,8,2.571428571,8,18,0
6,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,3.0,3,3,0,0.0,0,0,0.0,0,0,0.333333333,1,1,0.0,0,0,0
25,0,1.0,2,4,2.0,3,8,1.0,1,4,1.0,1,1,0,4.0,4,4,1,2.0,2,2,0.0,0,0,0.75,2,3,1.0,1,4,0
3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
1107,12,4.208333333,31,505,6.033333333,44,724,1.4,4,168,2.0,6,16,0,13.625,44,109,1,2.0,9,16,1.375,4,11,0.808333333,3,97,1.816666667,7,218,1
6,0,0.0,0,0,0.666666667,1,2,0.0,0,0,0.0,0,0,1,3.0,3,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
10,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,5.0,5,5,0,0.0,0,0,0.0,0,0,0.8,2,4,0.0,0,0,0
7,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,3.0,3,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
26,0,1.666666667,2,10,1.0,1,6,1.0,1,6,0.0,0,0,0,6.0,6,6,1,3.0,3,3,0.0,0,0,1.166666667,2,7,1.0,1,6,0
104,0,1.909090909,14,21,5.363636364,27,59,1.454545455,2,16,1.25,3,5,0,2.75,9,11,1,0.0,0,0,0.0,0,0,0.909090909,2,10,1.909090909,7,21,0
93,3,3.9,25,39,5.5,33,55,1.3,3,13,1.0,1,2,0,5.0,5,10,1,1.0,2,2,0.0,0,0,1.0,3,10,1.4,4,14,0
209,0,2.428571429,7,68,3.464285714,15,97,1.321428571,3,37,0.0,0,0,0,1.0,1,1,1,6.0,6,6,27.0,27,27,2.107142857,3,59,1.642857143,5,46,0
4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
48,0,12.5,23,25,17.5,33,35,2.0,3,4,1.0,1,1,0,2.0,2,2,1,0.0,0,0,0.0,0,0,0.5,1,1,3.0,5,6,0
11,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,7.0,7,7,0,0.0,0,0,0.0,0,0,1.142857143,3,8,0.0,0,0,0
8,0,0.0,0,0,0.0,0,0,1.0,1,5,0.0,0,0,0,5.0,5,5,1,0.0,0,0,0.0,0,0,1.0,1,5,1.0,1,5,0
23,0,1.25,2,5,1.75,5,7,1.25,2,5,0.0,0,0,0,1.0,1,1,1,2.0,2,2,3.0,3,3,1.25,2,5,1.25,2,5,0
9,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,4.0,4,4,0,0.0,0,0,0.0,0,0,1.0,4,4,0.0,0,0,0
56,0,2.428571429,7,17,4.285714286,20,30,1.428571429,4,10,2.0,2,2,0,7.0,7,7,1,0.0,0,0,0.0,0,0,1.571428571,4,11,1.714285714,6,12,0
56,0,2.428571429,14,17,3.428571429,16,24,1.428571429,4,10,1.0,1,1,0,7.0,7,7,1,0.0,0,0,0.0,0,0,1.142857143,2,8,1.571428571,4,11,0
21,0,8.5,14,17,5.5,9,11,1.0,1,2,1.0,1,1,0,2.0,2,2,1,0.0,0,0,0.0,0,0,0.5,1,1,1.0,1,2,0
5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,2.0,2,2,0.0,0,0,0
622,6,13.23529412,76,225,31.52941176,210,536,3.588235294,7,61,10.0,10,10,0,17.0,17,17,1,3.0,3,3,0.0,0,0,1.058823529,7,18,8.235294117999999,37,140,1
23,0,1.25,2,5,1.75,5,7,1.25,2,5,0.0,0,0,0,1.0,1,1,1,2.0,2,2,3.0,3,3,1.25,2,5,1.25,2,5,0
84,0,0.7,2,7,3.7,7,37,1.2,2,12,0.0,0,0,0,0.0,0,0,1,6.0,6,6,10.0,10,10,1.8,3,18,2.2,3,22,0
19,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,13.0,13,13,0,0.0,0,0,0.0,0,0,0.846153846,1,11,0.0,0,0,0
66,0,1.5,6,9,6.666666667,19,40,1.666666667,3,10,0.0,0,0,0,5.0,5,5,1,4.0,4,4,1.0,1,1,0.5,2,3,2.166666667,5,13,0
93,0,0.5625,2,9,2.5,7,40,1.375,3,22,0.375,1,3,0,1.875,3,15,1,0.0,0,0,0.125,1,1,1.125,2,18,1.5,3,24,0
109,0,4.0,10,32,10.25,25,82,2.375,4,19,5.0,5,5,0,8.0,8,8,1,0.0,0,0,0.0,0,0,1.75,3,14,3.125,7,25,0
150,0,2.5,20,30,8.083333332999999,50,97,1.5,3,18,2.0,2,2,0,12.0,12,12,1,9.0,9,9,0.0,0,0,0.833333333,3,10,3.083333333,13,37,0
8,0,0.0,0,0,0.0,0,0,0.0,0,0,4.0,4,4,0,0.0,0,0,1,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0
143,4,18.33333333,54,55,35.33333333,104,106,3.666666667,9,11,2.0,2,2,0,3.0,3,3,1,0.0,0,0,0.0,0,0,0.333333333,1,1,1.333333333,2,4,0
64,0,6.0,9,24,10.25,18,41,1.5,2,6,7.0,7,7,0,4.0,4,4,1,0.0,0,0,0.0,0,0,1.0,2,4,3.0,5,12,0
9,0,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0.0,0,0,3.0,3,3,1.0,1,1,0
39,0,0.2,1,2,0.9,1,9,1.0,1,10,1.0,1,1,0,10.0,10,10,1,1.0,1,1,0.0,0,0,0.6,2,6,1.0,1,10,0
5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,2.0,2,2,0.0,0,0,0
89,0,2.833333333,10,17,11.33333333,38,68,1.666666667,3,10,0.0,0,0,0,5.0,5,5,1,5.0,5,5,1.0,1,1,0.5,2,3,3.833333333,10,23,0
166,1,3.714285714,17,78,4.333333333,17,91,1.666666667,4,35,3.0,3,3,0,21.0,21,21,1,0.0,0,0,0.0,0,0,0.7142857140000001,3,15,1.761904762,7,37,1
126,0,5.125,19,41,11.5,47,92,1.625,5,13,2.0,2,2,0,8.0,8,8,1,1.0,1,1,0.0,0,0,2.125,5,17,4.0,12,32,0
40,0,2.333333333,7,14,3.333333333,8,20,1.666666667,3,10,2.0,2,2,0,6.0,6,6,1,1.0,1,1,0.0,0,0,1.0,2,6,1.666666667,3,10,0
60,0,7.0,11,21,13.0,17,39,2.0,3,6,1.5,3,3,0,1.5,2,3,1,0.0,0,0,0.0,0,0,1.0,1,3,2.666666667,4,8,1
117,0,4.615384615,16,60,5.230769231,17,68,1.4615384619999998,2,19,0.0,0,0,0,1.0,1,1,1,0.0,0,0,12.0,12,12,1.692307692,2,22,2.0,7,26,0
21,0,3.0,4,6,3.5,5,7,1.5,2,3,1.0,1,1,0,2.0,2,2,1,1.0,1,1,0.0,0,0,0.5,1,1,1.5,2,3,0
150,0,8.333333332999999,21,75,11.44444444,38,103,2.333333333,6,21,1.0,2,2,0,4.5,8,9,1,0.0,0,0,0.0,0,0,1.222222222,3,11,3.5555555560000003,11,32,1
4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0
25,1,7.0,8,14,6.0,7,12,1.5,2,3,1.0,1,1,0,2.0,2,2,1,0.0,0,0,0.0,0,0,1.0,2,2,1.0,1,2,0
135,0,0.088888889,1,4,0.622222222,1,28,1.0,1,45,1.0,1,1,0,45.0,45,45,1,0.0,0,0,0.0,0,0,1.155555556,5,52,1.0,1,45,0
13,0,0.333333333,1,1,0.333333333,1,1,1.0,1,3,0.0,0,0,0,3.0,3,3,1,0.0,0,0,0.0,0,0,1.333333333,3,4,1.0,1,3,0
120,0,3.0,25,51,4.882352941000001,28,83,1.176470588,2,20,3.0,3,3,0,15.0,15,15,1,0.0,0,0,2.0,2,2,0.882352941,2,15,1.529411765,6,26,0
83,0,9.0,17,18,31.0,57,62,4.0,7,8,4.0,4,4,0,2.0,2,2,1,3.0,3,3,0.0,0,0,1.5,2,3,8.0,15,16,0
30,0,2.0,5,6,4.0,9,12,1.333333333,2,4,1.0,1,1,0,3.0,3,3,1,0.0,0,0,0.0,0,0,1.0,2,3,1.333333333,2,4,0
359,0,1.0,5,27,10.77777778,44,291,2.148148148,5,58,6.0,6,6,0,26.0,26,26,1,1.0,1,1,1.0,1,1,0.62962963,1,17,3.703703704,14,100,1
407,0,4.2,13,84,17.05,77,341,2.1,6,42,7.0,7,7,0,18.0,18,18,1,1.0,1,1,2.0,2,2,1.3,5,26,4.45,16,89,0
262,7,2.411764706,12,82,4.2352941180000006,22,144,1.470588235,3,50,11.0,11,11,0,27.0,27,27,1,1.0,1,1,1.0,1,1,0.941176471,2,32,1.705882353,4,58,0
132,0,4.857142857,18,34,14.28571429,38,100,2.142857143,5,15,2.0,2,2,0,7.0,7,7,1,1.0,1,1,0.0,0,0,1.428571429,6,10,3.0,6,21,0
16,0,0.0,0,0,0.0,0,0,0.0,0,0,12.0,12,12,0,0.0,0,0,1,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0
17,0,0.5,1,1,2.5,5,5,1.5,2,3,0.0,0,0,0,1.0,1,1,1,2.0,2,2,1.0,1,1,0.5,1,1,1.5,2,3,0
19,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,12.0,12,12,0,0.0,0,0,0.0,0,0,1.25,2,15,0.0,0,0,1
42,0,2.428571429,8,17,2.142857143,6,15,1.0,1,7,1.0,1,1,0,7.0,7,7,1,0.0,0,0,0.0,0,0,0.571428571,2,4,1.285714286,3,9,0
25,0,0.0,0,0,0.153846154,2,2,0.0,0,0,0.0,0,0,1,13.0,13,13,0,4.0,4,4,0.0,0,0,1.0,2,13,0.0,0,0,1
23,0,1.0,2,3,2.0,4,6,1.0,1,3,0.0,0,0,0,2.0,2,2,1,1.0,1,1,1.0,1,1,1.666666667,3,5,1.0,1,3,0
46,0,1.181818182,5,13,1.545454545,6,17,1.0,1,11,1.0,1,1,0,11.0,11,11,1,0.0,0,0,0.0,0,0,0.272727273,1,3,1.181818182,3,13,0
113,0,3.428571429,15,48,4.785714286,15,67,1.214285714,2,17,1.0,1,1,0,14.0,14,14,1,6.0,6,6,0.0,0,0,0.571428571,2,8,1.5,3,21,0
114,0,9.333333332999999,32,56,14.5,43,87,2.666666667,5,16,2.0,2,2,0,6.0,6,6,1,1.0,1,1,0.0,0,0,1.333333333,4,8,4.666666667,10,28,0
38,0,0.6,1,3,3.8,7,19,1.2,2,6,4.0,4,4,0,5.0,5,5,1,0.0,0,0,0.0,0,0,0.6,2,3,1.8,3,9,0
136,0,5.7,14,57,8.7,17,87,1.4,2,14,8.0,8,8,0,10.0,10,10,1,1.0,1,1,0.0,0,0,1.0,3,10,1.8,4,18,0
66,0,3.142857143,6,22,5.0,9,35,1.428571429,2,10,3.0,3,3,0,7.0,7,7,1,2.0,2,2,0.0,0,0,1.142857143,2,8,2.0,3,14,1
32,0,5.25,10,21,4.0,7,16,1.25,2,5,0.0,0,0,0,4.0,4,4,1,0.0,0,0,0.0,0,0,0.5,1,2,1.5,2,6,0
38,0,0.090909091,1,1,1.181818182,3,13,1.0,1,11,1.0,1,1,0,11.0,11,11,1,0.0,0,0,0.0,0,0,0.090909091,1,1,1.090909091,2,12,0
18,0,2.5,5,5,3.0,6,6,1.5,2,3,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,0.5,1,1,1.5,2,3,0
6,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,3.0,3,3,0,0.0,0,0,0.0,0,0,0.333333333,1,1,0.0,0,0,0
57,1,3.111111111,14,28,3.5555555560000003,9,32,1.111111111,2,10,2.0,2,2,0,9.0,9,9,1,0.0,0,0,0.0,0,0,0.5555555560000001,1,5,1.888888889,5,17,0
34,0,2.0,5,8,3.5,6,14,1.75,2,7,1.0,1,1,0,3.0,3,3,1,1.0,1,1,1.0,1,1,0.25,1,1,1.75,2,7,1
164,0,7.5,16,75,11.3,25,113,2.6,6,26,3.0,3,3,0,10.0,10,10,1,0.0,0,0,0.0,0,0,1.3,2,13,3.7,8,37,0
46,0,2.0,4,14,7.0,20,49,1.0,1,7,1.0,1,1,0,7.0,7,7,1,0.0,0,0,0.0,0,0,1.142857143,4,8,1.857142857,4,13,0
44,0,12.0,12,12,27.0,27,27,3.0,3,3,0.0,0,0,0,1.0,1,1,1,0.0,0,0,0.0,0,0,2.0,2,2,6.0,6,6,0
40,0,1.75,3,7,7.0,9,28,1.75,2,7,0.0,0,0,0,4.0,4,4,1,0.0,0,0,0.0,0,0,1.0,2,4,3.5,4,14,0
13,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,7.0,7,7,0,0.0,0,0,0.0,0,0,1.0,2,7,0.0,0,0,1
302,0,2.086956522,13,96,3.717391304,16,171,1.456521739,4,67,15.0,15,15,0,46.0,46,46,1,0.0,0,0,0.0,0,0,0.5,3,23,1.956521739,9,90,1
36,0,0.0,0,0,0.0,0,0,1.0,1,1,0.0,0,0,0,1.0,1,1,1,31.0,31,31,0.0,0,0,0.0,0,0,1.0,1,1,0
26,0,2.25,6,9,1.5,2,6,1.0,1,4,0.0,0,0,0,4.0,4,4,1,0.0,0,0,0.0,0,0,1.5,3,6,1.0,1,4,0
16,0,5.0,9,10,3.5,6,7,1.0,1,2,1.0,1,1,0,2.0,2,2,1,0.0,0,0,0.0,0,0,0.5,1,1,1.0,1,2,0
117,0,2.428571429,9,34,5.428571429,17,76,1.785714286,4,25,2.0,2,2,0,13.0,13,13,1,3.0,3,3,1.0,1,1,0.857142857,3,12,1.928571429,5,27,1
1128,1,5.698630137,75,416,12.4109589,109,906,2.342465753,7,171,19.0,19,19,0,68.0,68,68,1,14.0,14,14,5.0,5,5,1.205479452,4,88,4.164383562,27,304,0
76,0,6.142857143,14,43,8.142857142999999,16,57,1.285714286,2,9,2.0,2,2,0,7.0,7,7,1,0.0,0,0,0.0,0,0,0.7142857140000001,2,5,4.571428571,10,32,0
41,0,1.714285714,6,12,2.0,5,14,1.285714286,2,9,2.0,2,2,0,7.0,7,7,1,0.0,0,0,0.0,0,0,0.428571429,1,3,1.285714286,2,9,0
44,0,0.0,0,0,1.0,1,10,1.0,1,10,5.0,5,5,0,10.0,10,10,1,6.0,6,6,0.0,0,0,0.5,1,5,1.0,1,10,0
4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,1.0,1,1,0.0,0,0,0
39,0,0.0,0,0,4.428571429,27,93,0.0,0,0,0.0,0,0,1,21.0,21,21,0,0.0,0,0,0.0,0,0,1.238095238,3,26,0.0,0,0,0
30,0,1.0,2,4,2.25,6,9,1.25,2,5,2.0,2,2,0,4.0,4,4,1,0.0,0,0,0.0,0,0,1.0,2,4,1.5,3,6,0
181,0,10.5,34,63,24.83333333,71,149,2.0,4,12,6.0,6,6,0,6.0,6,6,1,0.0,0,0,0.0,0,0,2.333333333,4,14,5.5,13,33,1
4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,1.0,1,1,0.0,0,0,0
16,0,0.28571428600000004,2,2,0.428571429,3,3,0.14285714300000002,1,1,0.0,0,0,0,6.0,6,6,1,0.0,0,0,1.0,1,1,0.7142857140000001,2,5,0.28571428600000004,2,2,0
82,0,0.666666667,2,8,3.25,7,39,1.166666667,2,14,0.0,0,0,0,0.0,0,0,1,2.0,2,2,12.0,12,12,1.5,3,18,2.0,3,24,0
132,0,1.4482758619999998,6,42,2.068965517,10,60,1.137931034,3,33,3.0,3,3,0,29.0,29,29,1,0.0,0,0,0.0,0,0,0.24137931,2,7,1.379310345,6,40,0
125,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,1,57.0,57,57,60.0,60,60,1.833333333,7,110,0.0,0,0,0
146,0,4.1,22,41,8.1,29,81,2.0,5,20,0.0,0,0,0,9.0,9,9,1,13.0,13,13,1.0,1,1,2.9,7,29,3.0,12,30,0
4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,1.0,1,1,0.0,0,0,0
25,0,1.0,3,4,1.25,2,5,1.0,1,4,1.0,1,1,0,4.0,4,4,1,0.0,0,0,0.0,0,0,1.0,2,4,1.0,1,4,0
20,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,13.0,13,13,0,0.0,0,0,0.0,0,0,0.384615385,1,5,0.0,0,0,0
234,0,10.09090909,27,111,15.45454545,40,170,2.181818182,4,24,5.0,5,5,0,10.0,10,10,1,0.0,0,0,1.0,1,1,1.0,5,11,4.454545455,13,49,0
228,0,4.304347826,19,99,5.869565217000001,26,135,1.3478260869999998,4,31,5.0,5,5,0,22.0,22,22,1,2.0,2,2,1.0,1,1,1.434782609,5,33,2.086956522,5,48,0
31,0,4.333333333,12,13,4.666666667,12,14,1.0,1,3,0.0,0,0,0,3.0,3,3,1,0.0,0,0,0.0,0,0,0.666666667,2,2,1.333333333,2,4,0
15,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,3.0,3,3,0.0,0,0,9.0,9,9,0.0,0,0,0
187,0,9.875,50,79,18.25,89,146,3.0,6,24,12.0,12,12,0,8.0,8,8,1,1.0,1,1,0.0,0,0,1.875,4,15,6.125,26,49,0
