loc,ACD,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOF_avg,NOF_max,NOF_sum,NOI,NOM_avg,NOM_max,NOM_sum,NOT,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,VG_avg,VG_max,VG_sum,bug
18,0,0.5,1,2,1.75,4,7,1.0,2,4,0.0,0,0,0,4.0,4,4,1,0.0,0,0,0.0,0,0,1.0,1,4,1.0,2,4,0
38,0,4.25,7,17,4.25,7,17,1.25,2,5,1.0,1,1,0,4.0,4,4,1,0.0,0,0,0.0,0,0,0.25,1,1,1.25,2,5,0
13,0,0.5,1,1,2.5,4,5,1.5,2,3,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,0.5,1,1,1.5,2,3,0
420,0,5.695652174,32,131,15.60869565,103,359,1.695652174,5,39,8.0,8,8,0,22.0,22,22,1,1.0,1,1,1.0,1,1,1.3478260869999998,4,31,4.869565217,21,112,0
86,0,4.5,21,45,5.7,26,57,1.4,2,14,3.0,3,3,0,8.0,8,8,1,0.0,0,0,2.0,2,2,1.6,3,16,1.7,4,17,0
44,0,2.166666667,4,13,2.833333333,4,17,1.0,1,6,0.0,0,0,0,6.0,6,6,1,0.0,0,0,0.0,0,0,1.666666667,3,10,1.333333333,2,8,0
130,0,2.0,10,34,3.941176471,12,67,1.529411765,4,26,1.666666667,5,5,0,5.666666667,9,17,1,0.0,0,0,0.0,0,0,0.882352941,3,15,1.529411765,4,26,0
9,0,0.0,0,0,0.0,0,0,0.0,0,0,5.0,5,5,0,0.0,0,0,1,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0
49,0,0.230769231,3,3,1.230769231,3,16,1.0,1,13,1.0,1,1,0,13.0,13,13,1,0.0,0,0,0.0,0,0,0.153846154,1,2,1.153846154,3,15,0
87,0,2.2,11,33,2.666666667,11,40,1.2,3,18,3.0,3,3,0,15.0,15,15,1,0.0,0,0,0.0,0,0,0.6,2,9,1.2,3,18,0
66,0,1.888888889,5,17,2.888888889,7,26,1.222222222,2,11,2.0,2,2,0,8.0,8,8,1,1.0,1,1,1.0,1,1,0.8888888890000001,4,8,1.333333333,2,12,0
14,0,0.0,0,0,0.0,0,0,0.0,0,0,10.0,10,10,0,0.0,0,0,1,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0
186,2,5.714285714,30,80,8.714285713999999,31,122,1.642857143,4,23,10.0,10,10,0,14.0,14,14,1,5.0,5,5,0.0,0,0,1.285714286,3,18,2.071428571,5,29,0
15,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,12.0,12,12,0,0.0,0,0,0.0,0,0,1.083333333,3,13,0.0,0,0,0
54,0,3.571428571,19,25,4.714285714,16,33,1.571428571,3,11,1.0,1,1,0,7.0,7,7,1,0.0,0,0,0.0,0,0,0.571428571,2,4,1.571428571,3,11,0
36,0,3.0,5,12,4.75,9,19,1.25,2,5,0.0,0,0,0,0.0,0,0,1,2.0,2,2,4.0,4,4,0.25,1,1,2.0,4,8,0
53,0,2.428571429,5,17,3.714285714,7,26,1.142857143,2,8,0.0,0,0,0,1.0,1,1,1,0.0,0,0,6.0,6,6,0.857142857,1,6,2.0,3,14,0
16,0,0.5,1,1,2.5,5,5,1.5,2,3,0.0,0,0,0,1.0,1,1,1,2.0,2,2,1.0,1,1,0.5,1,1,1.5,2,3,1
77,1,2.125,5,17,6.125,10,49,1.875,3,15,1.5,2,3,0,4.0,8,8,1,0.0,0,0,0.0,0,0,1.0,2,8,2.375,4,19,1
71,0,1.833333333,9,11,8.166666667000001,23,49,1.666666667,3,10,0.0,0,0,0,5.0,5,5,1,5.0,5,5,1.0,1,1,0.5,2,3,2.666666667,7,16,0
111,0,7.833333333,15,47,13.16666667,28,79,2.166666667,3,13,3.0,3,3,0,6.0,6,6,1,0.0,0,0,0.0,0,0,0.666666667,2,4,5.5,10,33,0
392,7,7.739130435,59,178,12.65217391,112,291,1.608695652,3,37,13.0,13,13,0,23.0,23,23,1,10.0,10,10,0.0,0,0,1.043478261,4,24,2.086956522,7,48,0
17,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,8.0,8,8,0,0.0,0,0,0.0,0,0,0.625,1,5,0.0,0,0,0
7,0,0.0,0,0,0.0,0,0,0.0,0,0,3.0,3,3,0,0.0,0,0,1,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0
133,4,4.555555556,11,41,11.11111111,31,100,1.666666667,3,15,5.0,5,5,0,8.0,8,8,1,3.0,3,3,1.0,1,1,1.666666667,7,15,2.444444444,7,22,0
142,0,2.222222222,6,60,2.851851852,13,77,1.296296296,3,35,1.0,1,1,0,27.0,27,27,1,0.0,0,0,0.0,0,0,0.703703704,2,19,1.5555555559999998,4,42,0
9,0,0.5,1,1,1.0,1,2,1.0,1,2,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,1.5,3,3,1.0,1,2,0
107,0,2.666666667,9,40,4.4,13,66,1.266666667,2,19,4.0,4,4,0,15.0,15,15,1,0.0,0,0,0.0,0,0,0.7333333329999999,3,11,1.666666667,5,25,0
147,0,4.727272727,11,52,8.181818182,19,90,2.090909091,6,23,5.0,5,5,0,11.0,11,11,1,0.0,0,0,0.0,0,0,1.181818182,4,13,3.0909090910000003,8,34,0
12,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,8.0,8,8,0,0.0,0,0,0.0,0,0,0.75,4,6,0.0,0,0,0
95,0,2.285714286,11,32,3.357142857,19,47,1.428571429,4,20,2.0,4,4,0,7.0,11,14,1,0.0,0,0,0.0,0,0,0.857142857,3,12,1.571428571,6,22,0
19,0,0.25,1,1,1.25,2,5,1.0,1,4,2.0,2,2,0,4.0,4,4,1,0.0,0,0,0.0,0,0,0.5,2,2,1.0,1,4,0
167,0,7.727272727000001,37,85,11.18181818,48,123,1.818181818,3,20,1.0,1,1,0,9.0,9,9,1,0.0,0,0,2.0,2,2,1.272727273,3,14,3.0909090910000003,8,34,1
339,4,5.304347826,34,122,10.56521739,63,243,1.826086957,8,42,5.5,8,11,0,11.5,15,23,1,2.0,4,4,0.0,0,0,0.6521739129999999,3,15,2.130434783,9,49,1
127,0,1.333333333,6,32,2.291666667,9,55,0.833333333,2,20,2.0,4,4,0,11.5,18,23,1,0.0,0,0,0.5,1,1,0.708333333,4,17,1.125,3,27,0
176,2,16.75,23,67,35.25,81,141,3.5,5,14,0.0,0,0,0,4.0,4,4,1,0.0,0,0,0.0,0,0,2.75,4,11,8.75,20,35,1
379,0,2.472222222,18,89,8.138888889,53,293,1.666666667,4,60,2.0,2,2,0,28.0,28,28,1,6.0,6,6,8.0,8,8,1.416666667,4,51,2.916666667,17,105,0
65,1,3.166666667,9,19,6.166666667,14,37,1.5,3,9,2.0,2,2,0,4.0,4,4,1,1.0,1,1,1.0,1,1,0.833333333,2,5,2.833333333,7,17,0
88,0,0.454545455,2,5,5.727272727000001,25,63,1.272727273,4,14,0.0,0,0,0,11.0,11,11,1,0.0,0,0,0.0,0,0,3.0,4,33,1.909090909,7,21,0
8,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,4.0,4,4,0.0,0,0,0
4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,1.0,1,1,0.0,0,0,0
33,0,2.8,5,14,3.0,9,15,1.2,2,6,1.0,1,1,0,5.0,5,5,1,1.0,1,1,0.0,0,0,0.6,1,3,1.6,4,8,0
795,0,9.571428571,37,402,16.42857143,46,690,2.666666667,8,112,3.0,3,3,0,37.0,37,37,1,3.0,3,3,5.0,5,5,1.023809524,4,43,4.952380952,14,208,0
11,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,8.0,8,8,0,0.0,0,0,0.0,0,0,0.875,1,7,0.0,0,0,0
358,4,6.6,25,165,10.76,45,269,1.76,4,44,8.5,11,17,0,12.5,25,25,1,0.0,0,0,0.0,0,0,0.68,2,17,3.52,16,88,0
90,0,2.615384615,7,34,4.461538462,11,58,1.153846154,3,15,1.0,1,1,0,13.0,13,13,1,0.0,0,0,0.0,0,0,2.230769231,7,29,2.769230769,8,36,0
8,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,1.0,1,1,0.0,0,0,0
9,0,0.0,0,0,1.0,1,2,1.0,1,2,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,1.5,2,3,1.0,1,2,0
107,1,1.210526316,10,23,2.894736842,18,55,0.736842105,2,14,5.0,5,5,0,19.0,19,19,1,0.0,0,0,0.0,0,0,0.578947368,3,11,0.947368421,2,18,0
57,0,1.75,5,14,3.375,8,27,1.0,1,8,1.5,3,3,0,3.5,6,7,1,0.0,0,0,0.5,1,1,0.875,3,7,1.5,3,12,0
132,0,2.2,5,44,4.25,20,85,1.05,2,21,0.0,0,0,0,19.0,19,19,1,0.0,0,0,1.0,1,1,0.8,3,16,1.6,7,32,0
9,0,0.0,0,0,1.0,1,2,1.0,1,2,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,0.5,1,1,1.0,1,2,0
9,0,0.5,1,1,1.0,1,2,1.0,1,2,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,1.0,1,2,1.0,1,2,0
1118,3,6.884057971,50,475,12.89855072,79,890,2.434782609,6,168,8.333333332999999,17,25,0,15.66666667,45,47,1,10.66666667,32,32,5.666666667,17,17,1.173913043,5,81,4.391304348,20,303,1
285,2,6.529411765,32,111,11.94117647,53,203,2.352941176,8,40,2.0,4,4,0,8.5,15,17,1,0.5,1,1,0.0,0,0,0.764705882,2,13,3.823529412,18,65,1
98,0,6.6,30,33,15.2,45,76,2.0,3,10,9.0,9,9,0,5.0,5,5,1,0.0,0,0,0.0,0,0,0.4,2,2,7.6,18,38,1
9,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,3.0,3,3,0,0.0,0,0,0.0,0,0,0.333333333,1,1,0.0,0,0,0
48,0,1.166666667,3,7,4.5,8,27,1.0,1,6,2.0,2,2,0,6.0,6,6,1,0.0,0,0,0.0,0,0,1.0,2,6,2.5,5,15,0
4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,3.0,3,3,0.0,0,0,0
9,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,5.0,5,5,0,0.0,0,0,0.0,0,0,0.2,1,1,0.0,0,0,0
7,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,4.0,4,4,0,0.0,0,0,0.0,0,0,0.75,1,3,0.0,0,0,0
40,0,2.333333333,7,14,3.333333333,8,20,1.666666667,3,10,2.0,2,2,0,6.0,6,6,1,1.0,1,1,0.0,0,0,1.0,2,6,1.666666667,3,10,0
88,0,5.0,14,35,7.428571429,13,52,1.428571429,2,10,4.0,4,4,0,7.0,7,7,1,1.0,1,1,0.0,0,0,2.142857143,4,15,1.857142857,3,13,0
166,0,6.3,17,63,10.5,24,105,2.4,5,24,9.0,9,9,0,10.0,10,10,1,0.0,0,0,0.0,0,0,1.6,4,16,5.0,12,50,0
463,9,7.62962963,23,206,13.55555556,51,366,1.925925926,4,52,8.0,14,16,0,13.5,23,27,1,0.0,0,0,0.0,0,0,0.740740741,2,20,2.0,6,54,0
434,7,7.448275862000001,23,216,10.24137931,32,297,2.137931034,4,62,11.0,11,11,0,28.0,28,28,1,7.0,7,7,1.0,1,1,0.75862069,2,22,2.7241379310000005,8,79,1
14,0,0.666666667,2,2,1.0,1,3,1.0,1,3,0.0,0,0,0,3.0,3,3,1,0.0,0,0,0.0,0,0,0.333333333,1,1,1.0,1,3,0
11,0,0.0,0,0,1.0,1,2,1.0,1,2,1.0,1,1,0,2.0,2,2,1,0.0,0,0,0.0,0,0,0.5,1,1,1.0,1,2,0
2091,13,5.7228260870000005,52,1053,8.608695652,80,1584,1.668478261,7,307,7.0,21,28,0,45.75,154,183,1,0.0,0,0,0.0,0,0,0.902173913,6,166,2.967391304,23,546,1
4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1.0,1,1,0,0.0,0,0,0.0,0,0,1.0,1,1,0.0,0,0,0
85,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0.0,0,0,0,82.0,82,82,0.0,0,0,0.0,0,0,0.0,0,0,0
16,0,0.0,0,0,0.0,0,0,0.0,0,0,12.0,12,12,0,0.0,0,0,1,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0
584,0,5.939393939,24,392,6.772727272999999,16,447,2.015151515,3,133,0.0,0,0,0,65.0,65,65,1,0.0,0,0,1.0,1,1,1.96969697,2,130,2.151515152,6,142,0
39,0,2.0,5,12,3.333333333,10,20,1.0,1,6,2.0,2,2,0,6.0,6,6,1,0.0,0,0,0.0,0,0,0.5,2,3,2.5,7,15,0
73,0,2.428571429,9,17,6.857142857,21,48,1.714285714,4,12,3.0,3,3,0,7.0,7,7,1,0.0,0,0,0.0,0,0,1.0,2,7,2.428571429,7,17,0
27,0,0.4,2,2,2.0,4,10,1.0,1,5,3.0,3,3,0,5.0,5,5,1,0.0,0,0,0.0,0,0,0.6,2,3,1.2,2,6,0
99,0,2.363636364,17,26,5.363636364,26,59,1.363636364,3,15,3.0,3,3,0,11.0,11,11,1,0.0,0,0,0.0,0,0,0.636363636,2,7,2.0,7,22,0
63,0,4.0,7,16,11.75,25,47,2.25,3,9,0.0,0,0,0,0.0,0,0,1,0.0,0,0,4.0,4,4,0.5,1,2,4.0,7,16,0
503,0,3.295454545,15,145,9.0,42,396,1.6818181819999998,4,74,4.0,4,4,0,43.0,43,43,1,4.0,4,4,1.0,1,1,1.136363636,5,50,3.545454545,11,156,1
13,0,3.0,3,6,1.0,1,2,1.0,1,2,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,0.0,0,0,1.0,1,2,0
240,3,2.642857143,15,74,5.25,33,147,1.5,7,42,2.5,4,5,0,14.0,26,28,1,2.0,4,4,0.0,0,0,0.571428571,2,16,2.0,8,56,1
56,0,4.8,12,24,5.6,14,28,1.4,2,7,1.0,1,1,0,5.0,5,5,1,1.0,1,1,0.0,0,0,0.6,1,3,1.8,3,9,0
114,0,2.666666667,10,32,5.75,18,69,1.583333333,4,19,4.0,5,8,0,6.0,8,12,1,0.5,1,1,0.0,0,0,1.083333333,3,13,2.5,7,30,0
15,0,0.0,0,0,0.0,0,0,0.0,0,0,11.0,11,11,0,0.0,0,0,1,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0
44,0,1.833333333,3,11,4.0,14,24,1.166666667,2,7,0.0,0,0,0,6.0,6,6,1,0.0,0,0,0.0,0,0,1.333333333,5,8,1.5,4,9,0
50,0,1.142857143,3,8,2.714285714,6,19,1.142857143,2,8,1.0,1,1,0,7.0,7,7,1,0.0,0,0,0.0,0,0,2.0,3,14,1.285714286,2,9,0
22,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,15.0,15,15,0,0.0,0,0,0.0,0,0,1.0,4,15,0.0,0,0,0
161,0,5.333333333,13,64,10.08333333,26,121,1.583333333,3,19,4.0,4,4,0,12.0,12,12,1,9.0,9,9,0.0,0,0,0.833333333,3,10,2.416666667,7,29,0
179,0,4.545454545,22,50,13.18181818,44,145,1.636363636,4,18,2.0,2,2,0,11.0,11,11,1,1.0,1,1,0.0,0,0,1.181818182,3,13,3.636363636000001,11,40,0
10,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,6.0,6,6,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
306,2,1.583333333,12,57,5.805555556,34,209,1.3055555559999998,3,47,6.0,18,18,0,12.0,31,36,1,2.0,6,6,0.0,0,0,0.972222222,4,35,2.416666667,16,87,0
153,1,3.071428571,9,43,6.357142857,20,89,1.642857143,5,23,4.0,4,4,0,13.0,13,13,1,0.0,0,0,1.0,1,1,1.142857143,4,16,2.071428571,6,29,0
16,0,0.0,0,0,0.0,0,0,0.0,0,0,12.0,12,12,1,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
67,0,0.666666667,3,8,2.166666667,8,26,1.083333333,2,13,3.0,3,3,0,12.0,12,12,1,0.0,0,0,0.0,0,0,0.583333333,3,7,1.5,3,18,1
6,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,2.0,2,2,0,0.0,0,0,0.0,0,0,0.5,1,1,0.0,0,0,0
18,0,0.333333333,1,1,1.333333333,2,4,1.0,1,3,1.0,1,1,0,3.0,3,3,1,0.0,0,0,0.0,0,0,1.666666667,3,5,1.0,1,3,0
24,0,0.0,0,0,0.75,1,6,1.0,1,8,0.0,0,0,0,8.0,8,8,1,0.0,0,0,0.0,0,0,1.0,3,8,1.0,1,8,0
75,1,2.3,15,23,3.7,19,37,1.1,2,11,1.0,1,1,0,8.0,8,8,1,1.0,1,1,0.0,0,0,1.0,2,10,2.2,8,22,0
38,0,4.333333333,11,26,2.666666667,5,16,1.333333333,2,8,0.0,0,0,0,1.0,1,1,1,1.0,1,1,5.0,5,5,1.833333333,5,11,1.833333333,4,11,1
10,0,0.0,0,0,0.0,0,0,0.0,0,0,5.0,5,5,0,0.0,0,0,1,1.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0
37,0,3.5,6,7,9.0,15,18,1.0,1,2,0.0,0,0,0,2.0,2,2,1,6.0,6,6,0.0,0,0,1.0,1,2,1.5,2,3,0
12,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,6.0,6,6,0,0.0,0,0,0.0,0,0,0.333333333,1,2,0.0,0,0,0
15,0,0.0,0,0,5.0,5,5,1.0,1,1,4.0,4,4,0,1.0,1,1,1,0.0,0,0,0.0,0,0,1.0,1,1,1.0,1,1,0
23,0,1.333333333,3,4,3.333333333,5,10,1.0,1,3,0.0,0,0,0,3.0,3,3,1,0.0,0,0,0.0,0,0,1.333333333,3,4,1.666666667,3,5,0
205,0,3.633333333,11,109,4.4,18,132,1.166666667,2,35,6.0,6,6,0,30.0,30,30,1,0.0,0,0,0.0,0,0,0.566666667,4,17,3.166666667,12,95,0
81,0,3.7,11,37,4.3,12,43,1.3,2,13,0.5,1,1,0,5.0,9,10,1,3.5,7,7,0.0,0,0,0.9,2,9,2.0,4,20,0
34,0,3.5,4,7,10.5,16,21,2.0,2,4,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,3.0,4,6,4.0,6,8,0
9,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,6.0,6,6,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
23,0,0.0,0,0,2.0,4,6,1.333333333,2,4,1.0,1,1,0,3.0,3,3,1,0.0,0,0,0.0,0,0,2.666666667,4,8,1.333333333,2,4,0
62,1,2.666666667,7,16,6.833333333,18,41,1.666666667,4,10,2.0,2,2,0,6.0,6,6,1,0.0,0,0,0.0,0,0,0.666666667,2,4,1.833333333,2,11,0
7,0,0.0,0,0,0.0,0,0,0.0,0,0,4.0,4,4,0,0.0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0
107,0,4.25,13,51,6.25,21,75,1.083333333,2,13,2.0,2,2,0,11.0,11,11,1,0.0,0,0,1.0,1,1,1.333333333,5,16,3.583333333,9,43,0
17,0,0.5,1,1,2.5,5,5,1.5,2,3,0.0,0,0,0,1.0,1,1,1,2.0,2,2,1.0,1,1,0.5,1,1,1.5,2,3,0
44,1,3.333333333,5,10,10.33333333,20,31,2.0,3,6,0.0,0,0,0,3.0,3,3,1,1.0,1,1,0.0,0,0,0.333333333,1,1,2.0,3,6,0
34,0,5.0,6,10,10.0,15,20,3.0,4,6,0.0,0,0,0,2.0,2,2,1,0.0,0,0,0.0,0,0,1.0,1,2,4.0,6,8,0
399,0,7.083333333,36,170,12.0,80,288,2.166666667,5,52,0.0,0,0,0,0.0,0,0,1,9.0,9,9,24.0,24,24,1.166666667,3,28,3.625,23,87,0
182,3,4.888888889,27,88,6.722222222,55,121,1.5555555559999998,3,28,4.0,4,4,0,18.0,18,18,1,5.0,5,5,0.0,0,0,1.0555555559999998,2,19,1.5555555559999998,2,28,0
95,0,0.666666667,4,14,1.952380952,13,41,0.952380952,1,20,9.0,9,9,0,21.0,21,21,1,0.0,0,0,0.0,0,0,0.428571429,1,9,1.333333333,9,28,1
260,0,2.342105263,15,89,4.131578947,32,157,1.210526316,4,46,11.0,11,11,0,38.0,38,38,1,0.0,0,0,0.0,0,0,0.763157895,4,29,1.789473684,7,68,0
90,2,5.166666667,15,31,8.833333332999999,31,53,1.333333333,3,8,5.0,5,5,0,6.0,6,6,1,0.0,0,0,0.0,0,0,0.5,1,3,1.166666667,2,7,1
23,0,0.833333333,1,5,1.0,1,6,1.0,1,6,0.0,0,0,0,6.0,6,6,1,0.0,0,0,0.0,0,0,0.333333333,1,2,1.0,1,6,0
442,0,3.666666667,24,99,12.74074074,91,344,2.148148148,6,58,4.5,8,9,0,13.5,20,27,1,0.0,0,0,0.0,0,0,1.37037037,4,37,4.2592592589999985,26,115,0
