loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
70,3,3,0,11,13,1,1,10,3,2.0,0.0,0,0.666666667,0.533333333,1,3,22.33333333,2,1.3333,0
10,10,1,0,16,10,45,6,10,10,2.0,0.0,0,0.0,0.288888889,0,0,0.0,1,1.0,1
10,10,1,0,3,10,45,3,0,10,2.0,0.0,0,0.0,0.6,0,0,0.0,1,1.0,1
224,4,1,0,7,38,0,2,5,0,0.8888888890000001,0.5,3,0.0,0.375,0,0,53.5,2,1.0,1
3709,22,1,0,5,38,153,1,4,7,0.848484848,0.121212121,1,0.0,0.380952381,0,0,166.0909091,236,13.7727,1
103,9,2,2,7,14,8,5,2,6,0.5,1.0,2,0.384615385,0.4074074070000001,1,2,10.22222222,2,1.0,0
116,8,1,0,3,19,2,1,2,6,0.17857142899999998,1.0,2,0.0,0.34375,0,0,13.0,2,1.0,1
60,5,1,0,2,10,0,1,2,4,0.375,1.0,1,0.0,0.6,0,0,10.6,2,1.2,0
5,5,1,0,15,5,10,15,0,5,2.0,0.0,0,0.0,0.6,0,0,0.0,1,1.0,0
257,16,2,0,10,41,10,2,9,15,0.133333333,0.0,0,0.5,0.375,0,0,15.0,2,0.875,1
131,23,1,3,34,28,247,24,13,22,0.909090909,1.0,1,0.0,0.273913043,0,0,4.652173913,1,0.9565,1
108,5,1,0,7,14,0,3,4,0,0.75,0.333333333,4,0.0,0.4,0,0,19.4,5,1.6,0
38,1,1,0,3,2,0,1,2,0,2.0,0.0,2,0.0,1.0,0,0,33.0,0,0.0,0
204,9,2,3,4,14,0,3,1,6,0.575,0.8,0,0.6190476189999999,0.4166666670000001,1,4,21.11111111,2,1.0,1
35,2,3,0,4,6,0,0,4,2,0.0,1.0,1,0.75,0.75,0,0,16.0,1,0.5,0
184,6,3,0,2,19,15,2,0,4,1.12,0.0,0,0.8125,0.5,1,1,28.83333333,14,2.8333,0
724,57,1,4,80,108,1504,66,16,43,0.867346939,1.0,3,0.0,0.115288221,0,0,11.57894737,12,1.1754,1
354,13,2,0,9,38,0,3,6,4,0.75,0.571428571,6,0.294117647,0.211538462,1,2,25.15384615,1,0.9231,1
313,10,2,0,5,24,0,0,5,10,0.444444444,1.0,0,0.571428571,0.3,2,3,29.8,13,3.1,0
37,2,2,0,5,4,1,3,2,0,2.0,0.0,0,0.916666667,0.666666667,1,3,17.5,4,2.0,1
102,5,2,0,2,16,0,0,2,5,0.5,1.0,1,0.2,0.4,1,1,19.0,2,1.0,1
41,2,3,0,3,6,0,0,3,2,0.0,0.0,0,0.75,0.666666667,0,0,18.5,1,0.5,0
648,9,1,0,8,36,8,1,7,0,0.625,1.0,4,0.0,0.24691358,0,0,70.22222222,4,1.2222,1
107,10,1,0,7,18,0,6,2,10,0.333333333,1.0,2,0.0,0.375,1,1,9.5,4,1.4,1
341,14,1,0,23,35,0,22,1,14,0.5,0.5,0,0.0,0.428571429,0,0,23.21428571,5,2.5714,1
16,1,1,0,5,2,0,4,1,1,2.0,0.0,1,0.0,1.0,0,0,12.0,0,0.0,1
383,6,1,0,8,29,0,2,6,0,0.436363636,0.727272727,5,0.0,0.4791666670000001,0,0,61.0,1,0.6667,1
134,7,2,2,10,27,1,2,8,6,0.333333333,1.0,1,0.666666667,0.342857143,2,3,18.0,5,1.5714,0
1174,27,1,0,1,43,13,1,0,13,0.600961538,1.0,0,0.0,0.25308642,0,0,42.18518519,26,5.7407,0
6,6,1,0,40,6,15,37,4,6,2.0,0.0,0,0.0,0.4166666670000001,0,0,0.0,1,1.0,0
36,2,1,0,2,5,1,2,0,1,2.0,0.0,0,0.0,0.5,0,0,17.0,4,2.0,0
91,16,1,2,42,25,108,40,4,15,0.8666666670000001,1.0,1,0.0,0.185185185,0,0,4.5625,1,0.875,1
201,7,2,0,6,25,0,1,5,5,0.520833333,1.0,2,0.571428571,0.30952381,1,3,26.57142857,1,0.8571,1
523,15,3,0,9,29,15,1,8,11,0.6,0.7,3,0.214285714,0.28571428600000004,1,1,33.2,10,1.7333,0
7,3,1,2,19,4,3,18,1,3,2.0,0.0,0,0.0,1.0,0,0,1.333333333,1,0.6667,1
726,23,1,0,9,34,93,6,3,22,0.704545455,1.0,0,0.0,0.198067633,0,0,30.04347826,17,1.8261,1
31,6,2,0,4,10,15,1,3,6,2.0,0.0,0,0.615384615,0.666666667,1,3,4.166666667,1,0.8333,0
278,10,1,0,4,37,0,0,4,9,0.388888889,1.0,0,0.0,0.34,0,0,26.6,5,1.6,0
113,6,2,0,4,15,0,1,3,6,0.466666667,1.0,2,0.615384615,0.5,1,3,17.33333333,1,0.8333,0
563,22,1,0,6,52,95,3,6,7,0.7489177490000001,1.0,5,0.0,0.194805195,0,0,24.09090909,5,1.5,1
348,7,1,0,11,37,0,1,11,7,0.69047619,1.0,2,0.0,0.30952381,0,0,47.71428571,1,0.8571,1
47,9,1,15,33,11,34,30,3,7,0.875,1.0,1,0.0,0.4166666670000001,0,0,4.1111111110000005,1,0.8889,0
11,1,2,0,14,2,0,11,3,0,2.0,0.0,1,1.0,1.0,0,0,9.0,0,0.0,0
47,3,2,0,5,9,3,2,3,0,2.0,0.0,0,0.846153846,0.5555555560000001,1,3,14.66666667,4,1.6667,0
21,2,3,0,4,5,1,1,3,2,2.0,0.0,0,0.75,0.75,0,0,9.5,1,0.5,0
990,10,1,0,18,87,0,1,18,0,0.7008547009999999,1.0,5,0.0,0.254545455,0,0,96.7,10,2.4,1
249,13,1,13,45,39,72,42,7,12,0.833333333,1.0,0,0.0,0.230769231,0,0,18.07692308,9,1.8462,0
88,6,1,5,5,18,5,5,0,1,0.6,0.5,0,0.0,0.7,0,0,13.33333333,1,0.5,0
274,5,2,0,6,21,0,3,3,0,0.375,0.0,1,0.7333333329999999,0.5,1,3,53.4,18,5.0,0
16,9,1,0,7,10,36,3,6,8,1.0625,0.0,1,0.0,0.5625,0,0,0.5555555560000001,1,0.8889,0
27,3,1,0,0,8,3,0,0,1,1.0,0.0,0,0.0,0.333333333,0,0,7.666666667,2,1.0,0
449,20,2,0,15,52,86,5,14,9,0.669172932,1.0,3,0.32,0.223684211,1,3,21.1,6,1.75,1
14,5,2,5,15,7,10,10,6,4,2.0,0.0,0,0.75,0.466666667,1,1,1.8,1,0.8,0
318,14,2,0,6,38,0,1,6,11,0.384615385,1.0,0,0.5,0.171428571,2,5,21.57142857,6,1.5714,1
12,1,1,1,19,2,0,19,0,1,2.0,0.0,0,0.0,1.0,0,0,9.0,0,0.0,0
8,3,1,6,13,4,3,12,1,3,2.0,0.0,0,0.0,0.666666667,0,0,1.666666667,1,0.6667,0
175,9,2,2,3,11,8,2,1,8,0.5,0.75,0,0.6190476189999999,0.333333333,1,3,18.0,1,0.8889,1
21,3,1,0,6,7,3,3,5,2,2.0,0.0,0,0.0,0.666666667,0,0,6.0,1,0.6667,0
21,6,1,5,25,8,15,24,1,6,2.0,0.0,0,0.0,0.583333333,0,0,2.5,1,0.8333,0
2,2,1,0,4,2,1,2,2,2,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
814,16,1,0,11,68,8,3,9,4,0.683333333,1.0,2,0.0,0.236111111,0,0,49.375,2,1.0,1
48,2,3,0,5,10,1,0,5,2,1.0,1.0,0,0.977272727,0.75,1,2,22.5,1,0.5,1
20,3,3,0,4,7,3,0,4,3,2.0,0.0,0,0.7142857140000001,0.5555555560000001,2,3,5.666666667,1,0.6667,0
393,17,2,0,11,42,0,2,10,15,0.5625,0.333333333,0,0.5862068970000001,0.352941176,1,5,21.94117647,2,0.8824,1
275,12,1,9,12,13,0,12,0,8,0.454545455,1.0,0,0.0,0.444444444,0,0,21.66666667,7,2.0833,1
1172,16,1,0,25,99,0,3,24,0,0.691666667,0.9375,8,0.0,0.2,0,0,71.25,1,0.8125,1
189,7,2,0,6,13,0,1,5,6,0.5,0.5,0,0.666666667,0.333333333,0,0,25.71428571,1,0.1429,0
815,62,1,4,118,125,1757,93,27,46,0.877794337,1.0,5,0.0,0.102822581,0,0,11.96774194,11,1.2258,1
675,15,1,0,13,54,41,2,11,10,0.804761905,0.533333333,5,0.0,0.237037037,0,0,43.0,3,1.2,1
511,21,2,0,16,58,104,5,15,10,0.65625,1.0,3,0.32,0.2375,1,3,22.95238095,6,1.6667,1
474,17,1,0,9,35,72,2,7,4,0.65,1.0,6,0.0,0.31372549,0,0,26.29411765,4,1.1176,1
297,6,3,0,16,33,3,1,16,6,0.4,1.0,1,0.880952381,0.351851852,2,3,48.16666667,1,0.8333,1
54,7,2,0,3,10,21,3,1,7,2.0,0.0,0,0.7142857140000001,0.5,1,2,6.714285714,1,0.8571,0
361,14,2,0,17,47,73,2,16,4,0.826923077,0.75,3,0.47826087,0.256410256,1,3,24.5,7,1.3571,1
73,5,2,0,2,15,0,0,2,5,0.125,1.0,1,0.333333333,0.55,0,0,13.2,2,1.2,0
67,7,2,0,8,15,0,0,8,6,0.5,0.5,0,0.666666667,0.333333333,0,0,8.285714286000001,1,0.1429,1
361,16,1,0,3,24,0,2,2,12,0.383333333,1.0,2,0.0,0.328125,0,0,21.3125,7,1.75,0
31,6,2,0,4,10,15,1,3,6,2.0,0.0,0,0.615384615,0.666666667,1,3,4.166666667,1,0.8333,0
83,9,1,0,7,10,2,7,0,8,0.666666667,0.666666667,1,0.0,0.5,1,1,7.888888888999999,5,1.1111,0
184,6,3,0,1,19,15,1,0,4,1.12,0.0,0,0.8125,0.5,1,1,28.83333333,14,2.8333,0
68,8,2,4,8,12,8,4,4,8,0.5,1.0,1,0.4166666670000001,0.3125,2,2,7.25,5,1.375,1
981,18,1,0,12,44,0,8,4,4,0.678733032,0.461538462,1,0.0,0.243055556,0,0,52.77777778,4,1.3333,1
241,11,1,0,4,25,0,1,3,6,0.52,1.0,1,0.0,0.242857143,0,0,20.45454545,3,1.4545,0
60,5,1,0,2,10,0,1,2,4,0.375,1.0,1,0.0,0.6,0,0,10.6,2,1.2,1
661,15,1,0,6,41,25,3,5,7,0.747252747,0.846153846,3,0.0,0.202380952,0,0,42.2,6,1.5333,0
36,2,1,0,2,5,1,2,0,1,2.0,0.0,0,0.0,0.5,0,0,17.0,4,2.0,0
65,4,2,0,4,5,0,1,3,3,0.666666667,0.666666667,1,0.7777777779999999,0.476190476,0,0,14.5,4,2.0,0
57,4,3,0,3,10,2,0,3,3,0.666666667,1.0,0,0.571428571,0.625,0,0,12.75,1,0.75,1
23,3,1,0,4,4,3,4,0,3,1.4375,0.0,2,0.0,0.5,0,0,4.0,2,1.0,1
185,10,2,1,2,12,17,1,1,8,0.5555555560000001,0.75,0,0.608695652,0.36,1,3,17.1,1,0.9,0
10,2,2,0,4,4,1,1,3,2,2.0,0.0,0,0.666666667,0.666666667,0,0,4.0,1,0.5,0
21,2,1,0,17,7,1,17,0,2,2.0,0.0,0,0.0,0.5,0,0,9.5,2,1.0,0
477,10,1,1,4,21,0,1,3,1,0.6190476189999999,1.0,1,0.0,0.5,0,0,45.3,2,1.0,1
392,11,2,0,8,21,0,2,6,11,2.0,0.0,0,0.8,0.352272727,1,4,34.63636364,2,0.7273,1
20,4,4,0,1,8,6,1,0,4,2.0,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
138,12,1,0,71,21,0,71,0,9,0.13636363599999998,0.0,0,0.0,0.291666667,1,1,10.33333333,6,1.3333,1
98,3,3,0,5,17,1,1,4,2,0.5,1.0,0,0.8,0.75,0,0,31.0,1,0.3333,1
326,4,3,0,9,19,0,3,7,0,0.5555555560000001,1.0,1,0.869565217,0.34375,1,1,79.75,4,1.5,1
