loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
33,2,2,0,5,8,0,1,4,2,0.0,1.0,0,0.973684211,0.625,0,0,15.0,2,1.0,1
75,2,1,0,1,8,1,1,0,2,2.0,0.0,0,0.0,0.5,0,0,36.5,9,4.5,1
131,4,2,0,10,20,6,4,8,4,2.0,0.0,0,0.931034483,0.4166666670000001,1,1,31.75,1,0.5,1
360,8,1,0,17,44,18,3,17,7,0.761904762,0.666666667,2,0.0,0.4375,0,0,43.625,1,0.875,1
353,10,1,0,12,50,0,0,12,4,0.361111111,1.0,1,0.0,0.325,0,0,33.9,2,1.1,1
7,2,2,0,2,3,1,1,1,2,2.0,0.0,0,0.5,1.0,0,0,2.5,1,0.5,0
392,24,1,0,19,62,0,6,13,24,0.0,1.0,1,0.0,0.238636364,0,0,15.29166667,2,1.0,1
92,4,1,0,3,14,0,1,2,4,0.5,1.0,1,0.0,0.4,0,0,21.5,3,1.25,1
321,1,1,0,2,1,0,2,0,0,2.0,0.0,0,0.0,0.0,0,0,252.0,0,0.0,0
144,18,1,0,12,35,33,4,8,18,0.68627451,0.0,3,0.0,0.238095238,0,0,6.833333333,2,1.0556,1
17,3,2,0,5,6,3,4,3,3,2.0,0.0,0,0.964285714,0.533333333,0,0,4.666666667,1,0.3333,1
27,1,3,0,3,9,0,2,1,1,2.0,0.0,0,1.0,1.0,0,0,26.0,0,0.0,1
31,5,2,0,8,11,10,4,6,5,2.0,0.0,0,0.9,0.4,1,2,5.2,1,0.6,1
593,8,1,0,12,66,0,0,12,5,0.728571429,0.8,2,0.0,0.45,0,0,71.875,8,2.125,1
262,8,2,0,8,35,12,0,8,5,0.5,1.0,0,0.588235294,0.375,0,0,31.5,6,2.0,1
61,6,1,0,5,19,0,1,4,6,0.5,1.0,1,0.0,0.458333333,0,0,8.833333332999999,1,0.8333,1
67,4,4,0,4,8,6,0,4,4,2.0,0.0,0,0.964285714,0.5,3,3,15.75,1,0.5,0
39,5,2,0,8,10,10,4,6,5,2.0,0.0,0,0.9,0.4,1,2,6.8,1,0.6,1
178,4,1,0,10,24,0,1,9,4,0.166666667,1.0,1,0.0,0.5,0,0,43.0,2,1.0,1
130,3,4,0,8,23,3,0,8,3,1.5,1.0,0,0.964285714,0.666666667,2,4,40.66666667,2,1.0,0
239,9,2,0,11,34,34,1,10,6,0.75,1.0,0,0.5,0.333333333,0,0,25.44444444,6,1.4444,1
279,6,2,0,7,33,0,0,7,5,0.4,1.0,0,0.666666667,0.458333333,1,1,45.16666667,9,2.6667,1
580,11,1,0,14,41,0,2,12,10,0.654545455,1.0,3,0.0,0.246753247,0,0,50.72727273,11,2.1818,1
6,1,1,0,6,2,0,6,0,1,2.0,0.0,0,0.0,1.0,0,0,3.0,0,0.0,1
417,18,3,1,13,63,149,2,11,6,1.019607843,0.444444444,1,0.6,0.338235294,1,2,21.66666667,5,1.1111,1
51,0,1,0,5,0,0,5,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1
5,5,1,0,12,5,10,8,4,5,2.0,0.0,0,0.0,0.68,0,0,0.0,1,1.0,1
124,3,4,0,8,22,3,0,8,2,1.5,1.0,0,0.964285714,0.666666667,3,4,38.0,2,1.0,0
33,3,4,0,3,8,3,0,3,3,1.5,1.0,0,0.964285714,0.666666667,2,3,9.0,2,1.0,0
214,4,2,0,33,25,0,21,13,4,0.666666667,1.0,0,0.842105263,0.5,1,1,52.0,1,0.75,1
62,4,4,0,3,8,6,0,3,3,1.333333333,1.0,0,0.947368421,0.75,2,4,14.0,5,1.75,0
137,7,1,0,2,20,1,2,0,6,0.0,1.0,0,0.0,0.464285714,0,0,18.28571429,4,1.0,1
140,5,2,0,10,22,10,4,8,5,2.0,0.0,0,0.9,0.4,2,2,27.0,1,0.6,1
11,2,2,0,2,5,1,1,1,1,2.0,0.0,0,0.947368421,0.833333333,1,2,4.5,1,0.5,1
508,25,1,0,6,76,194,2,4,17,0.8787878790000001,0.727272727,3,0.0,0.261904762,0,0,18.88,5,1.16,1
45,3,1,0,4,8,1,3,1,0,0.5,1.0,0,0.0,0.5,0,0,13.66666667,2,0.6667,1
42,4,2,0,8,12,6,4,6,4,2.0,0.0,0,0.931034483,0.4166666670000001,1,1,9.5,1,0.5,1
207,3,4,0,8,22,3,0,8,3,2.0,0.0,0,0.964285714,0.666666667,2,4,68.0,4,1.6667,0
5,5,1,0,4,5,10,2,2,5,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1
7,0,1,0,6,0,0,6,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
153,5,2,0,10,22,10,4,8,5,2.0,0.0,0,0.9,0.4,1,1,29.6,1,0.6,1
111,6,3,17,22,26,13,17,5,1,0.6,1.0,0,0.907407407,0.75,0,0,17.33333333,3,1.3333,0
88,3,2,0,13,14,0,10,3,2,0.75,0.5,1,0.6,0.466666667,1,1,27.66666667,1,0.6667,1
87,2,2,0,10,17,1,6,5,2,2.0,0.0,0,0.941176471,1.0,1,1,42.5,1,0.5,1
20,4,2,0,6,7,6,4,4,4,2.0,0.0,0,0.931034483,0.4166666670000001,0,0,4.0,1,0.5,1
342,6,3,0,8,26,15,0,8,6,2.0,0.0,0,0.907407407,0.5,2,2,56.0,1,0.8333,0
84,5,2,0,10,19,10,4,8,5,2.0,0.0,0,0.9,0.4,1,1,15.8,1,0.6,1
304,6,4,0,4,51,15,0,4,3,1.2,1.0,0,0.915254237,0.3666666670000001,2,4,49.16666667,1,0.8333,0
19,2,2,2,6,6,1,2,4,1,2.0,0.0,0,0.875,0.75,0,0,8.5,2,1.0,1
302,18,1,0,3,37,133,2,3,18,0.882352941,0.0,1,0.0,0.333333333,0,0,15.66666667,4,1.3889,1
37,4,2,0,10,10,6,4,8,4,2.0,0.0,0,0.931034483,0.392857143,1,1,8.25,1,0.5,1
510,12,1,0,6,39,46,1,5,3,0.8,1.0,2,0.0,0.227272727,0,0,41.08333333,11,3.5,1
5,1,4,0,31,2,0,30,1,1,2.0,0.0,0,1.0,1.0,0,0,4.0,0,0.0,1
160,6,1,0,8,32,0,0,8,4,0.4,1.0,1,0.0,0.4166666670000001,0,0,25.33333333,2,1.3333,1
7,2,1,0,11,2,1,10,1,2,2.0,0.0,0,0.0,0.625,0,0,0.0,1,1.0,1
70,6,2,0,9,14,11,3,8,5,0.8,1.0,0,0.9,0.4,0,0,10.33333333,1,0.5,1
32,5,2,0,10,11,10,4,8,5,2.0,0.0,0,0.9,0.371428571,1,2,5.4,1,0.6,1
0,0,1,0,6,0,0,6,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1
50,4,1,0,0,12,6,0,0,4,2.0,0.0,0,0.0,0.5,0,0,11.5,2,1.0,1
72,2,3,0,5,15,1,1,4,1,2.0,0.0,0,0.833333333,0.8,2,5,35.0,3,1.5,1
192,37,1,0,29,72,0,15,14,35,0.027777778,1.0,1,0.0,0.114197531,0,0,4.162162162,1,0.9459,1
445,15,2,0,16,42,41,3,13,12,0.792857143,1.0,1,0.333333333,0.237037037,0,0,28.0,3,1.2667,1
32,5,2,0,5,10,10,1,4,5,2.0,0.0,0,0.833333333,0.666666667,0,0,5.4,1,0.8,1
160,6,3,0,8,18,15,0,8,5,1.0,0.0,0,0.907407407,0.5,0,0,25.5,2,1.0,0
2,2,1,0,10,2,1,10,1,2,2.0,0.0,0,0.0,0.75,0,0,0.0,1,1.0,1
154,5,2,0,11,27,8,0,11,5,0.75,1.0,1,0.636363636,0.44,0,0,29.0,1,0.8,1
304,6,4,0,4,51,15,0,4,3,1.2,1.0,0,0.915254237,0.3666666670000001,2,4,49.16666667,1,0.8333,0
2,2,1,0,3,2,1,2,2,2,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
1,1,1,0,3,1,0,2,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
25,4,1,2,6,5,0,5,1,4,0.666666667,1.0,1,0.0,0.625,0,0,4.75,2,1.0,1
680,11,1,0,2,37,49,1,1,4,0.933333333,0.25,0,0.0,0.233766234,0,0,59.72727273,60,9.8182,1
92,11,1,1,7,21,17,2,5,10,0.75,1.0,2,0.0,0.257575758,0,0,7.0,2,1.0,1
110,5,4,0,8,21,10,0,8,3,1.0,0.0,0,0.947368421,0.5,3,3,20.6,5,1.4,0
258,7,3,0,10,28,15,0,10,5,0.5,1.0,0,0.571428571,0.428571429,0,0,35.57142857,1,0.8571,1
4,4,1,0,46,4,6,46,0,4,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
17,3,2,0,5,6,3,4,3,3,2.0,0.0,0,0.964285714,0.533333333,0,0,4.666666667,1,0.3333,1
4,4,1,0,5,4,6,5,0,4,2.0,0.0,0,0.0,0.5,0,0,0.0,1,1.0,1
44,5,2,0,7,11,0,4,5,5,0.25,1.0,0,0.9,0.433333333,0,0,7.6,1,0.6,0
131,4,2,0,10,20,6,4,8,4,2.0,0.0,0,0.931034483,0.4166666670000001,1,1,31.75,1,0.5,1
5,1,4,0,3,2,0,2,1,1,2.0,0.0,0,1.0,1.0,0,0,4.0,0,0.0,1
140,5,2,0,10,22,10,4,8,5,2.0,0.0,0,0.9,0.4,2,2,27.0,1,0.6,1
1625,53,3,0,6,139,1188,5,3,50,0.834134615,1.0,1,0.395061728,0.102272727,0,0,29.50943396,7,2.5094,0
438,37,1,0,17,92,0,3,14,34,0.5,1.0,1,0.0,0.177777778,1,1,10.78378378,13,1.1622,1
3,3,1,0,4,3,3,4,0,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,1
28,28,1,0,67,28,378,60,11,28,2.0,0.0,0,0.0,0.238095238,0,0,0.0,1,1.0,1
227,19,1,0,11,46,0,1,10,19,0.7,0.2,2,0.0,0.192982456,0,0,10.68421053,4,1.3158,1
85,10,3,0,22,20,3,20,2,10,0.0,1.0,0,0.7777777779999999,0.38,1,4,7.4,1,0.6,1
681,22,1,0,13,70,229,13,0,21,0.976190476,1.0,0,0.0,0.172619048,0,0,29.86363636,8,2.6364,1
1,1,1,0,4,1,0,3,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
153,5,2,0,10,22,10,4,8,5,2.0,0.0,0,0.9,0.4,1,1,29.6,1,0.6,1
188,3,4,0,7,23,3,0,7,3,1.5,1.0,0,0.964285714,0.666666667,2,4,59.66666667,3,1.3333,0
1,1,1,0,4,1,0,3,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
34,4,1,0,6,10,6,1,5,4,2.0,0.0,0,0.0,0.5,0,0,7.5,1,0.75,1
55,2,1,0,5,14,1,1,4,2,2.0,0.0,0,0.0,0.5,0,0,26.5,1,0.5,1
153,5,2,0,10,22,10,4,8,5,2.0,0.0,0,0.9,0.4,1,1,29.6,1,0.6,1
86,3,3,0,0,12,0,0,0,2,0.333333333,1.0,0,0.8666666670000001,0.666666667,1,1,26.66666667,2,1.0,0
31,5,2,0,4,10,8,0,4,5,0.75,0.0,0,0.636363636,0.44,0,0,5.0,1,0.8,1
67,2,1,0,6,16,1,0,6,2,0.0,1.0,2,0.0,0.5,0,0,31.5,1,0.5,0
844,45,1,0,27,112,730,3,24,35,0.83677686,1.0,6,0.0,0.209876543,0,0,17.51111111,4,1.2667,1
40,8,1,5,20,9,16,14,7,8,0.761904762,1.0,1,0.0,0.3125,0,0,3.625,1,0.875,1
55,2,2,0,1,14,0,1,0,2,1.0,1.0,0,0.971428571,0.75,1,1,25.5,1,0.5,0
51,5,2,0,6,13,10,0,6,5,2.0,0.0,0,0.7142857140000001,0.45,0,0,9.2,1,0.8,1
159,6,3,0,10,26,7,0,10,5,0.6,1.0,1,0.924528302,0.35,3,3,25.0,3,1.1667,0
2,0,1,0,1,0,0,1,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1
184,6,3,0,2,19,15,2,0,4,1.12,0.0,0,0.8125,0.5,1,1,28.83333333,14,2.8333,0
17,3,2,0,5,6,3,4,3,3,2.0,0.0,0,0.964285714,0.533333333,0,0,4.666666667,1,0.3333,1
23,3,1,0,20,4,3,20,0,3,1.4375,0.0,2,0.0,0.5,0,0,4.0,2,1.0,0
17,3,2,0,3,6,3,0,3,3,2.0,0.0,0,0.964285714,0.533333333,0,0,4.666666667,1,0.3333,1
8,3,1,0,3,4,3,1,2,3,2.0,0.0,0,0.0,0.5,0,0,1.666666667,1,0.6667,1
24,24,1,0,44,24,276,38,6,24,2.0,0.0,0,0.0,0.244047619,0,0,0.0,1,1.0,1
40,5,4,0,44,6,0,43,1,5,0.666666667,1.0,0,0.764705882,0.533333333,0,0,6.4,1,0.8,1
61,3,3,0,6,15,1,0,6,3,0.0,1.0,0,0.960784314,0.666666667,3,3,18.66666667,1,0.6667,0
180,5,2,0,9,27,0,4,7,5,0.3125,1.0,1,0.9,0.433333333,1,1,34.2,2,0.8,1
308,4,4,0,7,18,6,0,7,3,1.0,0.0,0,0.947368421,0.5,0,0,75.5,2,1.0,0
122,3,2,1,5,17,1,2,3,2,0.5,1.0,1,0.6,0.5555555560000001,1,2,39.0,3,1.3333,1
238,4,3,0,12,25,6,0,12,4,1.0,1.0,0,0.727272727,0.4375,1,1,58.25,1,0.75,1
86,12,2,0,7,27,64,1,6,11,0.909090909,1.0,0,0.914634146,0.606060606,1,1,6.083333333,1,0.5833,1
34,5,2,0,4,10,8,1,4,5,0.875,0.5,0,0.9,0.4,0,0,5.4,1,0.6,1
5,1,4,0,26,2,0,25,1,1,2.0,0.0,0,1.0,1.0,0,0,4.0,0,0.0,1
3,3,1,0,4,3,3,4,0,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,1
284,10,3,0,16,31,29,0,16,9,0.7222222220000001,1.0,0,0.859649123,0.26984127,3,3,27.0,5,1.5,0
158,2,1,0,5,22,1,1,4,2,2.0,0.0,0,0.0,0.5,0,0,78.0,1,0.5,1
332,2,1,0,28,41,1,0,28,2,2.0,0.0,0,0.0,0.5,0,0,165.0,1,0.5,0
5,3,1,0,6,3,3,2,4,3,1.5,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,1
537,39,1,0,4,68,727,2,2,38,0.963157895,0.0,0,0.0,0.160818713,0,0,12.64102564,3,1.1026,0
101,4,1,1,2,19,0,1,1,2,0.0,1.0,0,0.0,0.5,0,0,23.75,1,0.75,1
41,3,1,0,3,11,3,1,2,2,2.0,0.0,0,0.0,0.666666667,0,0,12.66666667,2,1.0,1
133,30,1,0,10,60,435,0,10,30,2.0,0.0,0,0.0,0.133333333,0,0,3.433333333,1,0.9667,1
149,7,2,0,15,31,9,4,13,5,0.666666667,0.75,2,0.84375,0.326530612,1,1,19.71428571,1,0.7143,1
77,4,1,0,1,16,0,1,0,4,0.444444444,1.0,0,0.0,0.625,0,0,17.5,2,1.25,1
8,8,1,0,6,8,28,4,2,8,2.0,0.0,0,0.0,0.325,0,0,0.0,1,1.0,1
20,2,1,0,4,5,1,1,3,2,2.0,0.0,0,0.0,0.5,0,0,9.0,4,2.0,1
35,35,1,0,47,35,595,47,35,35,2.0,0.0,0,0.0,0.081081081,0,0,0.0,1,1.0,0
195,6,1,0,4,32,0,1,3,6,0.4,1.0,1,0.0,0.5,0,0,30.83333333,3,1.1667,1
1,1,1,0,4,1,0,3,1,1,2.0,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
10760,94,1,0,5,126,413,1,4,10,0.8025415440000001,0.272727273,1,0.0,0.33870967700000004,0,0,113.1170213,95,10.5426,0
196,1,1,0,3,1,0,3,0,0,2.0,0.0,0,0.0,0.0,0,0,156.0,0,0.0,0
75,3,4,0,8,17,1,0,8,3,0.0,1.0,0,0.964285714,0.666666667,3,3,23.0,1,0.6667,0
12,12,1,0,3,12,66,3,0,12,2.0,0.0,0,0.0,0.583333333,0,0,0.0,1,1.0,0
105,5,3,0,6,18,4,0,6,5,0.375,1.0,1,0.924528302,0.35,3,3,19.6,3,1.4,0
0,0,1,0,58,0,0,55,4,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1
131,4,2,0,10,20,6,4,8,4,2.0,0.0,0,0.931034483,0.4166666670000001,1,1,31.75,1,0.5,1
17,3,2,0,3,6,3,0,3,3,2.0,0.0,0,0.964285714,0.533333333,0,0,4.666666667,1,0.3333,1
62,4,4,0,3,8,6,0,3,3,1.333333333,1.0,0,0.947368421,0.75,2,4,14.0,5,1.75,0
38,5,2,0,8,12,8,4,6,5,0.75,1.0,0,0.9,0.4,0,0,6.4,1,0.6,1
688,17,1,0,11,47,42,2,10,6,0.7013888890000001,1.0,2,0.0,0.364705882,0,0,38.94117647,12,2.7647,1
534,18,3,0,13,80,117,0,13,16,0.929411765,1.0,0,0.685185185,0.3,1,1,28.11111111,4,1.1111,1
304,37,2,0,39,46,660,1,38,35,0.013888889,1.0,0,0.506849315,0.07815924,0,0,7.162162162,4,1.0811,1
332,25,1,0,29,64,300,14,15,25,2.0,0.0,0,0.0,0.149090909,0,0,12.28,8,1.28,1
102,4,1,0,1,22,6,0,1,2,2.0,0.0,0,0.0,0.875,0,0,24.5,3,1.75,1
378,20,2,0,1,30,52,1,0,14,0.673684211,0.7,0,0.448275862,0.324561404,1,2,17.4,4,1.0,1
9104,148,1,0,60,236,0,43,55,48,0.733908948,0.7692307690000001,9,0.0,0.147804054,0,0,60.33783784,34,4.5878,0
82,3,2,0,5,19,1,1,5,1,0.5,1.0,0,0.9,0.5,0,0,26.0,2,1.0,0
309,14,1,0,4,26,43,2,3,7,0.703296703,1.0,1,0.0,0.346153846,0,0,20.57142857,5,2.2143,1
318,29,1,40,65,43,330,57,11,29,0.917857143,0.9,6,0.0,0.179310345,0,0,9.620689655,4,1.2414,1
991,24,1,0,2,36,0,1,1,21,0.504347826,0.666666667,0,0.0,0.3125,0,0,39.66666667,7,1.5,1
642,5,4,0,6,32,4,0,6,3,0.85,0.8,0,0.947368421,0.5,3,3,126.4,22,4.8,0
387,5,3,1,11,18,0,10,1,4,0.55,0.4,1,0.8666666670000001,0.4,1,1,75.4,14,4.8,0
86,3,2,0,6,13,0,1,5,3,0.0,1.0,0,0.6,0.476190476,1,2,27.33333333,1,0.6667,1
95,13,2,1,14,17,66,10,4,13,0.75,1.0,1,0.476190476,0.461538462,0,0,6.230769231,4,1.3846,1
41,5,2,0,9,13,8,4,7,5,0.75,1.0,0,0.903225806,0.4,0,0,7.0,1,0.6,0
218,12,1,0,2,25,0,1,1,0,0.436363636,1.0,0,0.0,0.395833333,0,0,16.75,3,1.3333,1
50,4,1,0,0,12,6,0,0,4,2.0,0.0,0,0.0,0.5,0,0,11.5,2,1.0,0
108,3,2,0,4,14,0,1,3,2,0.25,1.0,1,0.666666667,0.611111111,0,0,34.33333333,2,1.0,1
161,11,1,0,3,19,31,1,2,9,0.8,0.5,0,0.0,0.4,0,0,13.27272727,5,1.8182,1
280,9,4,0,4,19,8,1,3,8,0.75,1.0,0,0.75,0.333333333,1,2,29.88888889,10,2.1111,1
342,19,2,0,1,29,61,1,0,14,0.7098765429999999,0.666666667,0,0.464285714,0.305555556,1,2,16.52631579,2,0.8421,0
206,4,3,0,4,21,4,1,3,3,0.5555555560000001,0.333333333,0,0.7692307690000001,0.458333333,1,1,49.0,21,5.75,1
229,7,2,0,16,35,9,4,14,5,0.566666667,0.8,3,0.848484848,0.326530612,1,1,31.0,1,0.7143,1
17,3,2,0,3,6,3,0,3,3,2.0,0.0,0,0.965517241,0.533333333,0,0,4.666666667,1,0.3333,0
17,3,2,0,5,6,3,4,3,3,2.0,0.0,0,0.965517241,0.533333333,0,0,4.666666667,1,0.3333,0
49,2,1,0,6,14,1,1,5,2,2.0,0.0,0,0.0,0.5,0,0,23.5,1,0.5,1
83,4,2,1,16,16,4,11,5,4,1.333333333,0.0,0,0.8,0.375,0,0,19.5,1,0.5,1
530,25,1,0,7,78,194,2,5,17,0.8787878790000001,0.727272727,3,0.0,0.261904762,0,0,19.76,3,1.04,0
161,5,1,0,8,31,2,5,4,3,1.083333333,0.333333333,2,0.0,0.36,0,0,28.8,9,2.4,1
2,2,1,0,4,2,1,2,2,2,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
3,3,1,0,4,3,3,4,0,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
62,5,2,0,8,13,0,4,6,5,0.25,1.0,0,0.903225806,0.433333333,0,0,11.2,1,0.6,1
12,3,2,0,2,6,3,0,2,1,2.0,0.0,0,0.7142857140000001,0.666666667,1,2,3.0,1,0.6667,1
615,13,1,0,14,51,16,1,13,6,0.6759259259999999,1.0,3,0.0,0.369230769,0,0,45.61538462,12,3.0769,1
157,4,2,0,9,22,6,4,7,4,2.0,0.0,0,0.933333333,0.4166666670000001,1,1,38.25,1,0.5,1
84,5,2,0,9,19,10,4,7,5,2.0,0.0,0,0.903225806,0.4,1,1,15.8,1,0.6,0
300,14,1,0,5,26,43,2,4,7,0.703296703,1.0,1,0.0,0.346153846,0,0,19.92857143,5,2.2143,1
998,14,2,0,22,66,27,8,16,13,0.764423077,1.0,1,0.7,0.253968254,1,2,69.14285714,18,2.2143,1
17,3,2,0,5,6,3,4,3,3,2.0,0.0,0,0.965517241,0.533333333,0,0,4.666666667,1,0.3333,0
6,1,1,0,7,2,0,7,0,1,2.0,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
0,0,1,0,16,0,0,16,0,0,2.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
3,3,1,0,4,3,3,4,0,3,2.0,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
12,3,2,0,2,6,3,0,2,1,2.0,0.0,0,0.7142857140000001,0.666666667,1,2,3.0,1,0.6667,1
138,4,2,0,11,20,6,4,9,4,2.0,0.0,0,0.933333333,0.4166666670000001,1,1,33.5,1,0.5,1
155,4,2,0,11,22,6,4,9,4,2.0,0.0,0,0.933333333,0.4166666670000001,1,1,37.75,1,0.5,1
12,3,2,0,2,6,3,0,2,1,2.0,0.0,0,0.7142857140000001,0.666666667,1,2,3.0,1,0.6667,1
54,5,2,0,8,12,0,4,6,5,0.25,1.0,0,0.903225806,0.433333333,0,0,9.6,1,0.6,1
298,18,1,0,3,36,133,2,3,18,0.764705882,0.0,1,0.0,0.333333333,0,0,15.5,4,1.3889,0
854,16,1,0,11,52,112,11,0,12,0.826666667,0.533333333,0,0.0,0.226666667,0,0,51.4375,18,4.5625,1
23,3,1,0,24,4,3,24,0,3,1.4375,0.0,2,0.0,0.5,0,0,4.0,2,1.0,0
565,22,3,0,12,84,177,0,12,20,0.928571429,1.0,0,0.637931034,0.309090909,1,1,24.13636364,5,1.1364,0
14,4,1,0,13,4,6,12,1,4,1.333333333,0.0,0,0.0,0.55,0,0,0.0,1,1.0,1
32,5,2,0,5,10,10,1,4,5,2.0,0.0,0,0.8620689659999999,0.666666667,0,0,5.4,1,0.8,0
31,5,2,0,5,10,8,0,5,5,0.75,0.0,0,0.636363636,0.44,0,0,5.0,1,0.8,0
42,3,2,0,2,14,0,1,1,3,0.0,1.0,0,0.666666667,0.5555555560000001,0,0,12.66666667,1,0.6667,1
158,8,2,0,10,33,26,0,10,6,1.057142857,0.0,0,0.647058824,0.35714285700000004,1,1,18.125,3,1.125,1
138,4,2,0,11,20,6,4,9,4,2.0,0.0,0,0.933333333,0.4166666670000001,1,1,33.5,1,0.5,1
